chr	start	end	strand	pvalue	qvalue	meth.diff
87837	chr3	21278801	21279000	*	0.00139373500764007	0.0175529652109675	-10.1473195623658
87863	chr3	21291201	21291400	*	1.91458793077205e-21	2.4263922507687e-19	-28.1167423770078
87864	chr3	21291401	21291600	*	8.36843739823001e-93	3.7575781971661e-89	-72.8102803345522
87868	chr3	21295401	21295600	*	4.56887190374643e-05	0.000921392175613162	-12.4421678783873
87874	chr3	21298001	21298200	*	1.8372284264461e-21	2.33109452721564e-19	-23.876404494382
87875	chr3	21298201	21298400	*	2.60942406187096e-34	6.5244257022308e-32	-49.9096717338621
87935	chr3	21335801	21336000	*	5.14409677919031e-08	1.86817558803467e-06	-11.553634199376
87972	chr3	21367401	21367600	*	2.05389637760078e-24	3.07982418085798e-22	-23.8882306477093
88060	chr3	21419401	21419600	*	2.95995520427144e-16	2.61314164109944e-14	-19.125699233433
88061	chr3	21420401	21420600	*	3.1588041711159e-24	4.69741916243942e-22	-34.9782065023223
88062	chr3	21420601	21420800	*	2.34834171974915e-52	1.44885911961069e-49	-58.2435531688762
88063	chr3	21421001	21421200	*	1.87904065847416e-07	6.20321130213203e-06	-10.8823830135305
88126	chr3	21480801	21481000	*	4.00368416820615e-07	1.24649713110369e-05	-17.5829725829726
88135	chr3	21488601	21488800	*	0.000308196802290378	0.00491213934918034	-11.7472051929318
88143	chr3	21494801	21495000	*	2.07598766944134e-18	2.14425575383835e-16	-41.5244340639598
88145	chr3	21496201	21496400	*	9.42162378460774e-09	3.80933463150338e-07	-24.7625142207053
88170	chr3	21519801	21520000	*	9.11702951271454e-07	2.66063593127582e-05	-13.7907640638119
88189	chr3	21536801	21537000	*	1.42586879570815e-14	1.09886350927535e-12	-30.8874384023515
88200	chr3	21553401	21553600	*	2.68559912232934e-05	0.000573471003074846	-11.7847076193459
88314	chr3	21641001	21641200	*	7.96226088949356e-09	3.254288653668e-07	-18.6117936117936
88340	chr3	21674601	21674800	*	3.52388003229293e-28	6.44369545100594e-26	-38.8076338456342
88370	chr3	21702601	21702800	*	0.000265626127084339	0.00431858375607056	-16.3417982155113
88447	chr3	21736801	21737000	*	2.15135767099801e-17	2.06385352074248e-15	-28.4503942783789
88448	chr3	21737001	21737200	*	5.07663639146249e-27	8.74861644368003e-25	-30.6169296987088
88568	chr3	21830801	21831000	*	9.38470699780013e-05	0.00174308229156301	-13.2221594120972
88575	chr3	21839001	21839200	*	5.56328110672633e-07	1.68578987786534e-05	-15.4082465809349
88616	chr3	21904201	21904400	*	6.0541213765893e-12	3.63734322527696e-10	-21.1731601731602
88648	chr3	21918801	21919000	*	2.92436158697248e-10	1.45026124498854e-08	-21.138873004003
88673	chr3	21934001	21934200	*	0.000368526076746771	0.00572935128551824	-13.2829079828046
88674	chr3	21941401	21941600	*	1.38536966074927e-06	3.91332599215947e-05	-10.8321878450549
88694	chr3	21954001	21954200	*	1.10744507100501e-09	5.10303757541291e-08	-16.1535116329637
88698	chr3	21956201	21956400	*	1.8264226995779e-05	0.000407079952346626	-11.804054054054
88726	chr3	22000801	22001000	*	0.00152108907625905	0.0188817878099032	-14.1558063919215
88784	chr3	22027801	22028000	*	0.000424093881328821	0.00646484987056281	-11.9329469350974
88812	chr3	22050001	22050200	*	5.36376816016852e-07	1.63083617401591e-05	-14.0152150808301
88875	chr3	22088201	22088400	*	6.60549675781332e-06	0.000162668352329346	-10.0620638646815
88899	chr3	22119601	22119800	*	3.8362797119362e-08	1.42099215244923e-06	-15.1141909037673
88901	chr3	22120001	22120200	*	1.71281070315776e-05	0.000383901497742431	-10.8358032009484
88925	chr3	22168001	22168200	*	0.00153592435694798	0.0190381651128181	-10.2661782661783
88938	chr3	22177801	22178000	*	1.64560108765102e-08	6.42215269900284e-07	-16.6320204735904
88974	chr3	22219401	22219600	*	2.71155068126029e-22	3.63142109823229e-20	-26.855476673428
88975	chr3	22220201	22220400	*	4.17331441228518e-09	1.77807442354943e-07	-15.1822910628299
89082	chr3	22297401	22297600	*	4.5877399018825e-14	3.37624331060874e-12	-23.3438537125008
89213	chr3	22356801	22357000	*	2.45238063471987e-07	7.93710301385278e-06	-18.8994565217391
89253	chr3	22393201	22393400	*	8.77389818278709e-06	0.000210341128321179	-13.8513354373734
89274	chr3	22406401	22406600	*	0.000108734046698102	0.00198480854144931	-17.2325102880658
89275	chr3	22406601	22406800	*	2.19962903583313e-05	0.000480359649742214	-11.4355893468724
89313	chr3	22422801	22423000	*	0.000181994354222795	0.00311441247820004	-15.2984029139815
89330	chr3	22441601	22441800	*	4.2267204591209e-06	0.000108475721819081	-13.8786154575628
89335	chr3	22444001	22444200	*	7.41865582958054e-12	4.40801079731205e-10	-28.8712816235752
89336	chr3	22444201	22444400	*	8.01514469444472e-11	4.24375906179083e-09	-24.1854215653342
89375	chr3	22471601	22471800	*	1.53812519152011e-07	5.15169026177042e-06	-10.9384981706255
89376	chr3	22472201	22472400	*	5.67739124199327e-15	4.53536005924507e-13	-25.9562841530055
89434	chr3	22524401	22524600	*	1.28551156938547e-17	1.253685517245e-15	-28.6559139784946
89509	chr3	22579201	22579400	*	0.00379616853593888	0.039547229695012	-10.4730941704036
89538	chr3	22601001	22601200	*	2.30983161830841e-07	7.5163778231487e-06	-17.5690356663566
89676	chr3	22746201	22746400	*	0.000246643756729654	0.00404727315353252	-10.3754940711462
89691	chr3	22754601	22754800	*	2.03326782271196e-05	0.000447902036174278	-16.8695981326099
89707	chr3	22779601	22779800	*	5.76793173276873e-14	4.20552844564884e-12	-22.8803245436105
89729	chr3	22815401	22815600	*	1.28509521060261e-06	3.65627161078053e-05	-16.9383369151926
89736	chr3	22825401	22825600	*	2.15677501374656e-25	3.42975909924986e-23	-42.9860401770514
89760	chr3	22840201	22840400	*	2.25718086956248e-09	9.95268036095999e-08	-11.0824195123458
89787	chr3	22852201	22852400	*	0.00287763586470444	0.0317255221617301	-13.1741330371467
89788	chr3	22860201	22860400	*	3.31844021243754e-13	2.26478387773694e-11	-39.4385026737968
89807	chr3	22876401	22876600	*	5.78146974149532e-15	4.61622142443003e-13	-26.9230769230769
89828	chr3	22898201	22898400	*	6.76725402442589e-10	3.19807791755826e-08	-21.0911334390975
89867	chr3	22931001	22931200	*	8.52941146727965e-07	2.50272106895884e-05	-14.591455295118
89888	chr3	22948601	22948800	*	2.95996111678997e-31	6.35836797638413e-29	-44.5721148844819
89921	chr3	22985201	22985400	*	0.000125376780974736	0.0022492326575058	-11.4964147172916
89957	chr3	23005801	23006000	*	3.00784089845209e-15	2.45558983176446e-13	-28.4003367377734
90015	chr3	23055201	23055400	*	3.22716279812226e-12	1.98992711027979e-10	-22.8885720509317
90032	chr3	23068001	23068200	*	4.68612052047218e-11	2.54962881310157e-09	-13.4478774918271
90033	chr3	23068601	23068800	*	3.53496596877849e-30	7.17857638297931e-28	-47.0429138117562
90044	chr3	23082001	23082200	*	9.56527992295308e-09	3.8645175947543e-07	-22.3524150268336
90046	chr3	23084801	23085000	*	0.000217246903444737	0.00362762145637181	-14.9321266968326
90091	chr3	23130001	23130200	*	1.7356137043955e-06	4.80897813240631e-05	-10.62114356232
90092	chr3	23130201	23130400	*	3.99428770768733e-67	4.92872065676189e-64	-74.7704590818363
90093	chr3	23130601	23130800	*	1.1561818131622e-19	1.30602850614256e-17	-31.1790835787746
90096	chr3	23132801	23133000	*	4.51256706489056e-11	2.46058499361329e-09	-27.7822041159934
90123	chr3	23162401	23162600	*	7.65135414401214e-05	0.00145721848903072	-17.2532188841202
90217	chr3	23218201	23218400	*	5.21939285840973e-06	0.000131416868803841	-17.995388909113
90221	chr3	23224201	23224400	*	2.63391299734315e-24	3.92951242267217e-22	-42.7855814914274
90222	chr3	23224801	23225000	*	2.55453423004362e-49	1.37873581134617e-46	-61.2467306015693
90264	chr3	23257401	23257600	*	1.02802461841602e-07	3.55457806135413e-06	-21.2336753731343
90265	chr3	23257601	23257800	*	4.5648820106865e-22	6.0261081775082e-20	-31.3874553394204
90266	chr3	23257801	23258000	*	1.61859576570793e-23	2.31233098117119e-21	-52.1020134228188
90282	chr3	23273601	23273800	*	2.19222605260602e-06	5.9442346191771e-05	-12.2173673581788
90283	chr3	23273801	23274000	*	0.000685200186678722	0.00969157578941112	-16.0737230121116
90352	chr3	23336401	23336600	*	2.23105929509245e-06	6.04142394499409e-05	-13.0489510489511
90374	chr3	23376201	23376400	*	8.8404141172323e-06	0.000211722573445007	-13.5008898984238
90375	chr3	23376401	23376600	*	9.1295811356801e-14	6.54150855429858e-12	-26.2906335350506
90408	chr3	23393401	23393600	*	1.70103549968122e-11	9.72471584075149e-10	-14.5238095238095
90459	chr3	23440001	23440200	*	1.03594018050419e-09	4.78719402045849e-08	-24.8806313055639
90478	chr3	23455401	23455600	*	1.26610643094465e-10	6.54396397604912e-09	-22.7559235595794
90482	chr3	23462401	23462600	*	1.2011435927167e-07	4.09880918365801e-06	-17.0437616387337
90485	chr3	23463001	23463200	*	0.000193065533999298	0.00327629595462228	-11.6707848935337
90492	chr3	23470001	23470200	*	7.98933106505577e-13	5.23064787426412e-11	-26.0217599639213
90527	chr3	23502001	23502200	*	5.92518968131762e-26	9.74349791092476e-24	-28.8999506335363
90541	chr3	23509201	23509400	*	6.92590345646775e-11	3.69122211771678e-09	-15.6443664600911
90559	chr3	23530601	23530800	*	0.000234548755598142	0.00387846886515356	-15.0848297895781
90581	chr3	23556201	23556400	*	0.000193832846782459	0.00328672930860476	-14.2602439787301
90596	chr3	23567001	23567200	*	7.26219319165328e-16	6.21443995923454e-14	-28.3741035465173
90642	chr3	23596801	23597000	*	1.39687834543985e-38	4.30506039774625e-36	-47.5819955513717
90743	chr3	23669401	23669600	*	5.90211296856858e-05	0.00115604011966495	-10.269315049127
90820	chr3	23698601	23698800	*	6.72990310163704e-30	1.3472011242542e-27	-46.1717728642073
90910	chr3	23763201	23763400	*	2.10859272294122e-49	1.13995490449792e-46	-58.8739259952239
90911	chr3	23766201	23766400	*	6.71159014058795e-06	0.000165067277716916	-11.9234398961897
91016	chr3	23816201	23816400	*	2.98348393064515e-07	9.50284865903298e-06	-17.5802754750123
91018	chr3	23828601	23828800	*	1.11123182286455e-07	3.81332497865563e-06	-24.9014336917563
91019	chr3	23829001	23829200	*	1.6445197617835e-25	2.63329145429348e-23	-38.4988489322855
91023	chr3	23833401	23833600	*	0.000296685123979149	0.00475303225082147	-14.0022516183507
91034	chr3	23843201	23843400	*	2.11410522089937e-11	1.196560196568e-09	-22.5798984163296
91039	chr3	23846001	23846200	*	1.12409796801797e-07	3.850528496235e-06	-18.8381894814
91067	chr3	23877401	23877600	*	2.57360858361582e-23	3.62698061842371e-21	-26.917128797938
91068	chr3	23877601	23877800	*	1.69604329284886e-11	9.69789062302318e-10	-22.4612880337243
91082	chr3	23901601	23901800	*	0.0018803415350212	0.0224690832361771	-11.6121426466254
91120	chr3	23943801	23944000	*	0.00257371284388416	0.0290008386068714	-13.0837041390311
91124	chr3	23945401	23945600	*	5.68959521841994e-08	2.05222099160035e-06	-11.249393177104
91151	chr3	23970601	23970800	*	1.03243578415289e-06	2.98737265954581e-05	-10.0977856796509
91152	chr3	23979201	23979400	*	0.00457095201233528	0.0458119565068156	-12.4497991967871
91153	chr3	23983801	23984000	*	1.22998040083738e-11	7.14159333806448e-10	-28.3026898195437
91160	chr3	23988601	23988800	*	7.93145934445281e-15	6.26327407076923e-13	-17.0263788968825
91161	chr3	23988801	23989000	*	4.59497966596747e-40	1.54100025995469e-37	-54.2793900639449
91172	chr3	23999401	23999600	*	0.00049840992350391	0.0074155453090556	-11.4971173944002
91199	chr3	24033801	24034000	*	0.000153430916665281	0.00268647770220911	-11.0476190476191
91202	chr3	24040801	24041000	*	2.09572463878052e-08	8.06202847200116e-07	-24.0374408954936
91246	chr3	24080801	24081000	*	3.65836523012864e-07	1.14782944862088e-05	-15.797549524791
91255	chr3	24088801	24089000	*	0.00023238595304323	0.00384683697370934	-14.0895978869079
91257	chr3	24092801	24093000	*	1.82919478550558e-06	5.04148053321902e-05	-16.1141249748845
91260	chr3	24109001	24109200	*	0.000637226669393522	0.00911229878031125	-15.359014303923
91263	chr3	24112001	24112200	*	0.00235636383479192	0.0270094956726252	-10.8652912923376
91264	chr3	24112401	24112600	*	4.69762061609707e-10	2.26808145143671e-08	-15.8291312987446
91289	chr3	24128201	24128400	*	3.0169617438717e-14	2.26197188739226e-12	-31.6861415263932
91290	chr3	24128401	24128600	*	1.99574966028037e-08	7.69208003303598e-07	-14.312736443884
91297	chr3	24134001	24134200	*	9.96711789122588e-05	0.00183826706426524	-11.5214758531446
91368	chr3	24180401	24180600	*	1.9072589651176e-11	1.08442360304625e-09	-29.5401385762832
91389	chr3	24194401	24194600	*	1.79366809517139e-05	0.000400442055241895	-13.4837962962963
91414	chr3	24207801	24208000	*	0.00209591692612556	0.0245496553718435	-12.3451017068038
91415	chr3	24210001	24210200	*	6.00372198722624e-31	1.27026218935609e-28	-42.9341327174144
91481	chr3	24287001	24287200	*	1.1691363573882e-11	6.80420288902003e-10	-15.9169294896623
91485	chr3	24291401	24291600	*	3.526126977965e-34	8.72872723809611e-32	-58.0096627510421
91528	chr3	24354801	24355000	*	5.28105288168551e-35	1.3593366580375e-32	-35.8154528650647
91530	chr3	24358401	24358600	*	1.4486961807453e-12	9.22863395853102e-11	-15.8692985390878
91553	chr3	24379401	24379600	*	6.56368453045647e-24	9.61047343118923e-22	-36.3106343283582
91617	chr3	24440801	24441000	*	4.35266686059832e-05	0.000882968089184766	-12.3774122113255
91624	chr3	24447001	24447200	*	6.2086870675209e-06	0.000153869250921113	-20.6629384850025
91635	chr3	24453001	24453200	*	2.0873064462473e-40	7.13331216705802e-38	-52.7989292861041
91650	chr3	24466801	24467000	*	2.42025110289171e-30	4.96163583316664e-28	-47.7746261342204
91651	chr3	24467001	24467200	*	1.50962996706641e-27	2.68751450003381e-25	-37.1372667897594
91654	chr3	24476201	24476400	*	6.03483236910403e-27	1.03667289615718e-24	-34.7509600504385
91659	chr3	24483201	24483400	*	1.47032325620381e-06	4.13092077082338e-05	-14.2902214623026
91676	chr3	24505201	24505400	*	1.41278364208532e-22	1.92070187142443e-20	-25.0641664914102
91708	chr3	24533801	24534000	*	0.000246755267918676	0.00404822000476913	-13.6936936936937
91723	chr3	24545601	24545800	*	5.21010516573258e-17	4.85835001570409e-15	-24.1673931996513
91877	chr3	24626801	24627000	*	3.4457032026246e-13	2.34915930542008e-11	-21.3531178237061
91878	chr3	24627001	24627200	*	2.0284825376885e-07	6.65848288831332e-06	-15.4737675260063
91892	chr3	24637401	24637600	*	6.63344011778492e-23	9.15689162660178e-21	-37.2357723577236
91908	chr3	24653601	24653800	*	2.98671050414684e-98	1.69400397747442e-94	-57.7323717948718
91935	chr3	24702601	24702800	*	8.84503099863352e-09	3.59193018949881e-07	-22.2997835497835
91989	chr3	24769001	24769200	*	1.53845263259721e-28	2.86174220949982e-26	-52.6881720430108
91990	chr3	24769201	24769400	*	1.56454759969649e-05	0.000354405208317023	-15.3802381823355
91995	chr3	24772201	24772400	*	0.000544389521615978	0.00798282129650608	-11.3447985461637
92009	chr3	24787001	24787200	*	8.42372329585819e-17	7.71044688425432e-15	-21.4472110470806
92017	chr3	24793001	24793200	*	3.20578420602735e-24	4.7650907453837e-22	-28.2445132551065
92018	chr3	24793201	24793400	*	4.89597402819992e-14	3.59408171548983e-12	-12.9215387222505
92050	chr3	24807201	24807400	*	1.92692409468464e-07	6.34961632086643e-06	-16.4850934223628
92092	chr3	24833201	24833400	*	6.78419753598876e-08	2.41737332767848e-06	-17.4602187321827
92100	chr3	24849401	24849600	*	0.0013517584687942	0.017119002681624	-12.0397054114633
92124	chr3	24861801	24862000	*	0.00110059616926501	0.014443471283204	-12.2924901185771
92136	chr3	24877001	24877200	*	1.93402616773081e-14	1.47675226016155e-12	-26.8613426875009
92150	chr3	24893201	24893400	*	9.01156172720853e-37	2.54665544072534e-34	-35.0617283950617
92159	chr3	24907001	24907200	*	2.44844315561928e-06	6.58648910850711e-05	-12.7430631417959
92160	chr3	24909801	24910000	*	4.37236023803045e-11	2.38614613878422e-09	-19.3538647342995
92161	chr3	24910201	24910400	*	7.29796833297898e-05	0.00139666208807696	-18.4941520467836
92166	chr3	24922601	24922800	*	1.04025385252039e-05	0.000245640693272305	-12.479967948718
92169	chr3	24928201	24928400	*	4.0165661957848e-19	4.36626526176436e-17	-33.618064147711
92206	chr3	24959401	24959600	*	2.88054087796534e-15	2.35523111279705e-13	-33.7699086425742
92207	chr3	24959601	24959800	*	1.95643337117273e-08	7.55405465765031e-07	-14.6712689020381
92276	chr3	25058401	25058600	*	4.68521056498669e-06	0.000119145383356194	-11.1067095255342
92318	chr3	25096601	25096800	*	7.42404652022672e-19	7.91864548587792e-17	-38.7842841900458
92319	chr3	25097801	25098000	*	3.40511644897371e-06	8.89503824977201e-05	-13.4113534799345
92345	chr3	25129001	25129200	*	1.8101057591677e-12	1.14340429870211e-10	-31.5501145955615
92367	chr3	25150601	25150800	*	3.08254033767617e-11	1.71496019770067e-09	-21.766161080699
92389	chr3	25171601	25171800	*	2.57485361665783e-11	1.44293961552317e-09	-34.7826086956522
92394	chr3	25191201	25191400	*	2.22338406122331e-11	1.25467665606981e-09	-22.6608187134503
92402	chr3	25202201	25202400	*	6.85505017666931e-08	2.44019926788561e-06	-10.2982848620432
92440	chr3	25235201	25235400	*	1.32880123586532e-46	6.24406962648292e-44	-59.7208931419458
92478	chr3	25293001	25293200	*	0.00100749049894866	0.0134226701530215	-13.0466321243523
92525	chr3	25349201	25349400	*	0.00210898935529674	0.0246804192177586	-14.0088982554736
92528	chr3	25353201	25353400	*	8.02750835625533e-27	1.37168941177245e-24	-40.5810304686709
92567	chr3	25410401	25410600	*	1.16194324372589e-08	4.63076908270548e-07	-10.1279840848806
92627	chr3	25451401	25451600	*	3.1101695034534e-17	2.9495326597406e-15	-30.8304647160069
92631	chr3	25453601	25453800	*	3.76708300183434e-06	9.76327678649392e-05	-13.3292682926829
92654	chr3	25477601	25477800	*	6.68886113370894e-23	9.22945471315992e-21	-37.1285694978086
92659	chr3	25481401	25481600	*	0.00239483741078121	0.0273455269646679	-13.1928577473132
92709	chr3	25554601	25554800	*	2.04832013937562e-12	1.28809051785263e-10	-16.5485238714081
92711	chr3	25561601	25561800	*	8.04115935459386e-06	0.000194366328057014	-16.2587083411787
92746	chr3	25614201	25614400	*	0.000229667053665737	0.00380650698565546	-11.7599742599743
92747	chr3	25614401	25614600	*	6.16682247432129e-10	2.929742620115e-08	-17.0164357511546
92766	chr3	25649201	25649400	*	0.00018562066874268	0.00316841828063931	-15.6642871993901
92794	chr3	25679201	25679400	*	6.91764707629602e-13	4.56786378188218e-11	-32.1081326669696
92813	chr3	25698601	25698800	*	0.000216653487043223	0.00361920796331603	-10.0631044397147
92823	chr3	25707201	25707400	*	9.97902547743094e-16	8.46091784656299e-14	-17.4682678575021
92843	chr3	25729001	25729200	*	0.000242951294433311	0.00399574837648879	-10.94723183391
92857	chr3	25744201	25744400	*	1.2503050275566e-17	1.22082369178821e-15	-22.5954764553207
92869	chr3	25776201	25776400	*	2.09099620002514e-05	0.000459179596632127	-12.6041666666667
92899	chr3	25807801	25808000	*	8.3051375521301e-17	7.61267908094055e-15	-28.7921148064346
92919	chr3	25838401	25838600	*	0.000246743814340712	0.00404822000476913	-13.5565652458321
92922	chr3	25839601	25839800	*	1.80273755486275e-20	2.15616807998547e-18	-31.8302636330805
92927	chr3	25841801	25842000	*	4.58690607558981e-07	1.414319614916e-05	-16.639293598234
92954	chr3	25858401	25858600	*	0.00126480763345723	0.0161889177862633	-11.6758101089898
92960	chr3	25870601	25870800	*	1.33172099104405e-07	4.50822959569219e-06	-16.9057689792003
93099	chr3	25937801	25938000	*	1.48990782098804e-19	1.67306913381512e-17	-25.3569982453772
93100	chr3	25938001	25938200	*	2.31818716562775e-37	6.75183266451296e-35	-52.2668103061316
93150	chr3	25989201	25989400	*	1.15555450987949e-28	2.16193608661763e-26	-38.2670011148272
93151	chr3	25989401	25989600	*	1.36615751530878e-54	9.23993744354482e-52	-54.923012900541
93152	chr3	25989601	25989800	*	3.03495051634849e-44	1.2859474705965e-41	-52.0282836940219
93155	chr3	25999801	26000000	*	0.00019801334960201	0.00334865867193594	-10.3188109267256
93156	chr3	26002001	26002200	*	6.68387028527564e-07	1.99597980185236e-05	-12.937448099378
93169	chr3	26021601	26021800	*	5.305256146526e-07	1.61426031614675e-05	-10.7892294743506
93173	chr3	26022401	26022600	*	4.126334634809e-07	1.28147420231477e-05	-16.8568273831432
93183	chr3	26029801	26030000	*	1.78043662651466e-51	1.05036952640422e-48	-51.4184862194829
93191	chr3	26049201	26049400	*	0.000207632543307708	0.0034901536293504	-17.3411016949153
93195	chr3	26058801	26059000	*	2.9015227318073e-05	0.000614665923689641	-10.0681101423157
93227	chr3	26098401	26098600	*	0.00372547928589487	0.0389792860879856	-13.1716956753059
93231	chr3	26106001	26106200	*	0.00165571816480554	0.0202459211273419	-12.0954405858729
93244	chr3	26130601	26130800	*	1.58187774207584e-07	5.2869825814611e-06	-14.4590846047157
93257	chr3	26140201	26140400	*	3.4821420513743e-25	5.44894367526756e-23	-36.1853832442068
93305	chr3	26165801	26166000	*	2.35312821955765e-29	4.56358500315993e-27	-32.6848826848827
93362	chr3	26195601	26195800	*	0.00507967245069775	0.0496845061324351	-10.997867803838
93374	chr3	26204201	26204400	*	1.01737145313418e-14	7.94850063211298e-13	-21.2962863898488
93409	chr3	26219201	26219400	*	2.03630445772504e-31	4.40939551771768e-29	-31.2885743718368
93410	chr3	26219401	26219600	*	2.40858077406749e-09	1.05870433252279e-07	-15.3736600011548
93411	chr3	26219801	26220000	*	2.71615752939898e-73	4.50315084285489e-70	-52.9053905390539
93518	chr3	26285401	26285600	*	6.57551019294744e-06	0.000161991593857831	-19.4830771375789
93522	chr3	26292601	26292800	*	0.000245898079796792	0.00403682021986165	-13.4415584415584
93524	chr3	26296401	26296600	*	2.38159737127758e-05	0.000515329291433312	-17.163313874255
93525	chr3	26297401	26297600	*	0.000753047593836578	0.0104901297863777	-12.2898419410047
93526	chr3	26297601	26297800	*	0.000254677384540643	0.00416276795504377	-12.7379527901664
93536	chr3	26302401	26302600	*	7.18237865500254e-13	4.73107568147853e-11	-19.0710949662688
93556	chr3	26323601	26323800	*	2.63085403781637e-06	7.02998024486046e-05	-19.4995584339123
93559	chr3	26325001	26325200	*	3.37344079481575e-67	4.19465161558313e-64	-55.7367149758454
93563	chr3	26343401	26343600	*	0.000112581875537684	0.00204615020120909	-12.0479559748428
93655	chr3	26405001	26405200	*	0.000182577908123568	0.00312324140772307	-10.1042535446205
93656	chr3	26405201	26405400	*	2.20236049638487e-09	9.7282072311932e-08	-17.0519383865948
93670	chr3	26417601	26417800	*	4.84245486814792e-11	2.63114491367664e-09	-26.5742128935532
93671	chr3	26417801	26418000	*	7.53059119809137e-07	2.22865853485188e-05	-13.2024395042298
93681	chr3	26425001	26425200	*	1.14102633300118e-12	7.34978480761599e-11	-18.7489819820519
93738	chr3	26483401	26483600	*	5.49190702163315e-13	3.66534782521254e-11	-20.7910187242145
93739	chr3	26484401	26484600	*	2.37875630920973e-11	1.33838322166217e-09	-27.1698766001615
93805	chr3	26553001	26553200	*	1.33730197220658e-07	4.52570101446116e-06	-21.3205082854888
93813	chr3	26568601	26568800	*	4.83807311880137e-27	8.35531322239835e-25	-40.2007302652308
93878	chr3	26605201	26605400	*	1.12192896746191e-06	3.22496360824122e-05	-16.7036468111737
93879	chr3	26605401	26605600	*	1.62847168110409e-08	6.35914137284559e-07	-27.533211177279
93950	chr3	26693001	26693200	*	8.03890807383255e-08	2.82675855416743e-06	-18.3808157409305
93997	chr3	26735001	26735200	*	1.45431471492229e-24	2.20013853786077e-22	-38.5804085908853
94008	chr3	26758401	26758600	*	6.96000751871016e-05	0.00133856093837727	-10.3359624600639
94040	chr3	26796201	26796400	*	0.000436115425683849	0.00661721574404369	-12.4637436287348
94051	chr3	26807001	26807200	*	2.36040022601548e-16	2.09931391472498e-14	-27.0689314635592
94053	chr3	26811601	26811800	*	0.000395854788758345	0.00609164986662699	-11.5747448404649
94054	chr3	26815001	26815200	*	7.69602901270514e-09	3.15265009185269e-07	-17.3754575345865
94075	chr3	26840801	26841000	*	0.00155929066421753	0.0192753253337039	-11.9884201819686
94146	chr3	26898601	26898800	*	7.85070043771403e-16	6.70207452946879e-14	-37.4928612221588
94165	chr3	26911401	26911600	*	2.20772677890023e-08	8.46468653021841e-07	-15.591514467919
94184	chr3	26925601	26925800	*	1.33781498270383e-06	3.79058782258686e-05	-16.6720751972249
94189	chr3	26941201	26941400	*	0.00115871524612344	0.0150721976067775	-10.5677199423102
94214	chr3	26969401	26969600	*	1.75730420908025e-19	1.9597238855128e-17	-25.2189788954335
94221	chr3	26975801	26976000	*	4.63932777850172e-09	1.96162919175293e-07	-19.8702198702199
94224	chr3	26977801	26978000	*	2.28462268624986e-06	6.17457171257991e-05	-11.5168449111989
94230	chr3	26994601	26994800	*	8.81021479674426e-06	0.000211061859456916	-11.4968696642003
94243	chr3	27019201	27019400	*	1.3281658719654e-13	9.3978240680964e-12	-29.4031973987265
94247	chr3	27035801	27036000	*	6.45701906977156e-09	2.67629275471422e-07	-13.805600458883
94306	chr3	27108001	27108200	*	7.22137525149855e-05	0.00138380609733133	-17.0957517793594
94313	chr3	27124401	27124600	*	3.23747265250376e-07	1.02479250978324e-05	-12.5850021835423
94344	chr3	27144801	27145000	*	0.000989090092395768	0.0132145546467479	-10.1955515748619
94350	chr3	27155801	27156000	*	2.35583142025126e-08	8.9951995463357e-07	-19.0988257025993
94375	chr3	27179801	27180000	*	2.23822443649184e-05	0.000487668179037034	-15.2334397446129
94378	chr3	27183801	27184000	*	2.42747126764906e-06	6.53551131589806e-05	-13.8360941586748
94379	chr3	27184401	27184600	*	4.71595717579087e-08	1.723725742496e-06	-23.7110427087341
94398	chr3	27221801	27222000	*	2.47507543304417e-09	1.08645524367518e-07	-15.9901071048974
94414	chr3	27236001	27236200	*	5.47419949969215e-31	1.16126625368083e-28	-47.8551121941314
94476	chr3	27276401	27276600	*	8.66241794644952e-19	9.20610822705661e-17	-39.7112691230338
94485	chr3	27282801	27283000	*	2.91081954202997e-24	4.33263010486695e-22	-43.8891949319273
94528	chr3	27304601	27304800	*	5.97782188870732e-07	1.80060310040382e-05	-21.8434502776376
94547	chr3	27330601	27330800	*	7.98276151080166e-06	0.000193142495894185	-12.2329283619606
94556	chr3	27341601	27341800	*	4.61477592266665e-05	0.000929258324268943	-16.6620322094775
94558	chr3	27343201	27343400	*	6.94251037762445e-29	1.30644018400658e-26	-38.4378544806352
94559	chr3	27343401	27343600	*	5.46510366579924e-07	1.65915029786223e-05	-18.7789485468004
94641	chr3	27422801	27423000	*	0.00136433252740773	0.0172525621603194	-10.1839026573188
94642	chr3	27423001	27423200	*	0.00242069202705561	0.0275949407100532	-12.248313551362
94672	chr3	27449001	27449200	*	3.21959412184779e-09	1.39042463892848e-07	-22.1716297847798
94677	chr3	27452001	27452200	*	4.61870229082646e-14	3.39825581820441e-12	-29.814620863008
94704	chr3	27496601	27496800	*	1.30418698891458e-06	3.70439623350461e-05	-20.9312068417555
94714	chr3	27511801	27512000	*	5.99916406884076e-09	2.49998334974729e-07	-25.0712250712251
94731	chr3	27547601	27547800	*	3.73048986154356e-05	0.0007702885893269	-14.5764576457646
94739	chr3	27557401	27557600	*	0.00048767875341388	0.00727530215684118	-16.0451680672269
94774	chr3	27626401	27626600	*	1.81791150347081e-05	0.00040532266324236	-13.8842936694704
94874	chr3	27761801	27762000	*	2.6990514143416e-08	1.02164164500894e-06	-26.7146596858639
