seqnames	start	end	width	strand	strand.1	pvalue	qvalue	meth.diff	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr3	23068602	23068800	199	*	*	3.53496596877849e-30	7.17857638297931e-28	-47.0429138117562	Distal Intergenic	3	23074736	23083112	8377	2	LOC_Os03g40650	LOC_Os03g40650.1	14312
chr3	23082002	23082200	199	*	*	9.56527992295308e-09	3.8645175947543e-07	-22.3524150268336	Promoter (<=1kb)	3	23074736	23083112	8377	2	LOC_Os03g40650	LOC_Os03g40650.1	912
chr3	23084802	23085000	199	*	*	0.000217246903444737	0.00362762145637181	-14.9321266968326	Promoter (1-2kb)	3	23074736	23083112	8377	2	LOC_Os03g40650	LOC_Os03g40650.1	-1690
chr3	23130002	23130200	199	*	*	1.7356137043955e-06	4.80897813240631e-05	-10.62114356232	Distal Intergenic	3	23120622	23122070	1449	2	LOC_Os03g40720	LOC_Os03g40720.1	-7932
chr3	23130202	23130400	199	*	*	3.99428770768733e-67	4.92872065676189e-64	-74.7704590818363	Distal Intergenic	3	23120622	23122070	1449	2	LOC_Os03g40720	LOC_Os03g40720.1	-8132
chr3	23130602	23130800	199	*	*	1.1561818131622e-19	1.30602850614256e-17	-31.1790835787746	Distal Intergenic	3	23120622	23122070	1449	2	LOC_Os03g40720	LOC_Os03g40720.1	-8532
chr3	23132802	23133000	199	*	*	4.51256706489056e-11	2.46058499361329e-09	-27.7822041159934	Distal Intergenic	3	23140365	23140985	621	1	LOC_Os03g40725	LOC_Os03g40725.1	-7365
chr3	23162402	23162600	199	*	*	7.65135414401214e-05	0.00145721848903072	-17.2532188841202	Promoter (<=1kb)	3	23162968	23163246	279	1	LOC_Os03g40790	LOC_Os03g40790.1	-368
chr3	23218202	23218400	199	*	*	5.21939285840973e-06	0.000131416868803841	-17.995388909113	Promoter (<=1kb)	3	23218237	23222324	4088	1	LOC_Os03g40920	LOC_Os03g40920.1	0
chr3	23224202	23224400	199	*	*	2.63391299734315e-24	3.92951242267217e-22	-42.7855814914274	Promoter (1-2kb)	3	23223289	23226222	2934	2	LOC_Os03g40930	LOC_Os03g40930.1	1822
chr3	23224802	23225000	199	*	*	2.55453423004362e-49	1.37873581134617e-46	-61.2467306015693	Promoter (1-2kb)	3	23223289	23226222	2934	2	LOC_Os03g40930	LOC_Os03g40930.1	1222
chr3	23257402	23257600	199	*	*	1.02802461841602e-07	3.55457806135413e-06	-21.2336753731343	Distal Intergenic	3	23276371	23277032	662	2	LOC_Os03g41010	LOC_Os03g41010.1	19432
chr3	23257602	23257800	199	*	*	4.5648820106865e-22	6.0261081775082e-20	-31.3874553394204	Distal Intergenic	3	23276371	23277032	662	2	LOC_Os03g41010	LOC_Os03g41010.1	19232
chr3	23257802	23258000	199	*	*	1.61859576570793e-23	2.31233098117119e-21	-52.1020134228188	Distal Intergenic	3	23276371	23277032	662	2	LOC_Os03g41010	LOC_Os03g41010.1	19032
chr3	23273602	23273800	199	*	*	2.19222605260602e-06	5.9442346191771e-05	-12.2173673581788	Distal Intergenic	3	23276371	23277032	662	2	LOC_Os03g41010	LOC_Os03g41010.1	3232
chr3	23273802	23274000	199	*	*	0.000685200186678722	0.00969157578941112	-16.0737230121116	Distal Intergenic	3	23276371	23277032	662	2	LOC_Os03g41010	LOC_Os03g41010.1	3032
chr3	23336402	23336600	199	*	*	2.23105929509245e-06	6.04142394499409e-05	-13.0489510489511	5' UTR	3	23335928	23340558	4631	2	LOC_Os03g41120	LOC_Os03g41120.1	3958
chr3	23376202	23376400	199	*	*	8.8404141172323e-06	0.000211722573445007	-13.5008898984238	Promoter (1-2kb)	3	23371573	23374689	3117	2	LOC_Os03g41170	LOC_Os03g41170.1	-1513
chr3	23376402	23376600	199	*	*	9.1295811356801e-14	6.54150855429858e-12	-26.2906335350506	Promoter (1-2kb)	3	23371573	23374689	3117	2	LOC_Os03g41170	LOC_Os03g41170.1	-1713
chr3	23393402	23393600	199	*	*	1.70103549968122e-11	9.72471584075149e-10	-14.5238095238095	Distal Intergenic	3	23409447	23416765	7319	1	LOC_Os03g41229	LOC_Os03g41229.1	-15847
chr3	23440002	23440200	199	*	*	1.03594018050419e-09	4.78719402045849e-08	-24.8806313055639	Promoter (1-2kb)	3	23438235	23439125	891	1	LOC_Os03g41290	LOC_Os03g41290.1	1767
chr3	23455402	23455600	199	*	*	1.26610643094465e-10	6.54396397604912e-09	-22.7559235595794	Promoter (1-2kb)	3	23450661	23453547	2887	2	LOC_Os03g41320	LOC_Os03g41320.1	-1855
chr3	23462402	23462600	199	*	*	1.2011435927167e-07	4.09880918365801e-06	-17.0437616387337	Promoter (1-2kb)	3	23464078	23464617	540	1	LOC_Os03g41339	LOC_Os03g41339.1	-1478
chr3	23463002	23463200	199	*	*	0.000193065533999298	0.00327629595462228	-11.6707848935337	Promoter (<=1kb)	3	23464078	23464617	540	1	LOC_Os03g41339	LOC_Os03g41339.1	-878
chr3	23470002	23470200	199	*	*	7.98933106505577e-13	5.23064787426412e-11	-26.0217599639213	Exon (LOC_Os03g41350.1/LOC_Os03g41350, exon 4 of 4)	3	23469488	23475664	6177	2	LOC_Os03g41350	LOC_Os03g41350.1	5464
chr3	23502002	23502200	199	*	*	5.92518968131762e-26	9.74349791092476e-24	-28.8999506335363	Promoter (1-2kb)	3	23500510	23502234	1725	1	LOC_Os03g41380	LOC_Os03g41380.1	1492
chr3	23509202	23509400	199	*	*	6.92590345646775e-11	3.69122211771678e-09	-15.6443664600911	Distal Intergenic	3	23515365	23516681	1317	2	LOC_Os03g41390	LOC_Os03g41390.1	7281
chr3	23530602	23530800	199	*	*	0.000234548755598142	0.00387846886515356	-15.0848297895781	Intron (LOC_Os03g41419.1/LOC_Os03g41419, intron 4 of 4)	3	23533735	23547665	13931	1	LOC_Os03g41438	LOC_Os03g41438.1	-2935
chr3	23556202	23556400	199	*	*	0.000193832846782459	0.00328672930860476	-14.2602439787301	Promoter (1-2kb)	3	23551609	23554247	2639	2	LOC_Os03g41470	LOC_Os03g41470.1	-1955
chr3	23567002	23567200	199	*	*	7.26219319165328e-16	6.21443995923454e-14	-28.3741035465173	Promoter (1-2kb)	3	23565660	23569927	4268	1	LOC_Os03g41510	LOC_Os03g41510.1	1342
chr3	23596802	23597000	199	*	*	1.39687834543985e-38	4.30506039774625e-36	-47.5819955513717	Distal Intergenic	3	23606309	23610730	4422	1	LOC_Os03g41600	LOC_Os03g41600.1	-9309
chr3	23669402	23669600	199	*	*	5.90211296856858e-05	0.00115604011966495	-10.269315049127	Distal Intergenic	3	23644831	23645214	384	1	LOC_Os03g41690	LOC_Os03g41690.1	24571
chr3	23698602	23698800	199	*	*	6.72990310163704e-30	1.3472011242542e-27	-46.1717728642073	Promoter (<=1kb)	3	23698153	23698584	432	2	LOC_Os03g41810	LOC_Os03g41810.1	-18
chr3	23763202	23763400	199	*	*	2.10859272294122e-49	1.13995490449792e-46	-58.8739259952239	Distal Intergenic	3	23763562	23766033	2472	2	LOC_Os03g41920	LOC_Os03g41920.1	2633
chr3	23766202	23766400	199	*	*	6.71159014058795e-06	0.000165067277716916	-11.9234398961897	Promoter (<=1kb)	3	23763562	23766033	2472	2	LOC_Os03g41920	LOC_Os03g41920.1	-169
chr3	23816202	23816400	199	*	*	2.98348393064515e-07	9.50284865903298e-06	-17.5802754750123	Promoter (<=1kb)	3	23815452	23821033	5582	1	LOC_Os03g42010	LOC_Os03g42010.1	750
chr3	23828602	23828800	199	*	*	1.11123182286455e-07	3.81332497865563e-06	-24.9014336917563	Distal Intergenic	3	23831960	23832271	312	1	LOC_Os03g42030	LOC_Os03g42030.1	-3160
chr3	23829002	23829200	199	*	*	1.6445197617835e-25	2.63329145429348e-23	-38.4988489322855	Distal Intergenic	3	23831960	23832271	312	1	LOC_Os03g42030	LOC_Os03g42030.1	-2760
chr3	23833402	23833600	199	*	*	0.000296685123979149	0.00475303225082147	-14.0022516183507	Promoter (1-2kb)	3	23831960	23832271	312	1	LOC_Os03g42030	LOC_Os03g42030.1	1442
chr3	23843202	23843400	199	*	*	2.11410522089937e-11	1.196560196568e-09	-22.5798984163296	Distal Intergenic	3	23833592	23841138	7547	2	LOC_Os03g42040	LOC_Os03g42040.1	-2064
chr3	23846002	23846200	199	*	*	1.12409796801797e-07	3.850528496235e-06	-18.8381894814	Distal Intergenic	3	23833592	23841138	7547	2	LOC_Os03g42040	LOC_Os03g42040.1	-4864
chr3	23877402	23877600	199	*	*	2.57360858361582e-23	3.62698061842371e-21	-26.917128797938	Distal Intergenic	3	23867509	23868151	643	2	LOC_Os03g42060	LOC_Os03g42060.1	-9251
chr3	23877602	23877800	199	*	*	1.69604329284886e-11	9.69789062302318e-10	-22.4612880337243	Distal Intergenic	3	23867509	23868151	643	2	LOC_Os03g42060	LOC_Os03g42060.1	-9451
chr3	23901602	23901800	199	*	*	0.0018803415350212	0.0224690832361771	-11.6121426466254	Distal Intergenic	3	23897759	23898308	550	1	LOC_Os03g42080	LOC_Os03g42080.1	3843
chr3	23943802	23944000	199	*	*	0.00257371284388416	0.0290008386068714	-13.0837041390311	Promoter (<=1kb)	3	23943453	23943821	369	2	LOC_Os03g42180	LOC_Os03g42180.1	0
chr3	23945402	23945600	199	*	*	5.68959521841994e-08	2.05222099160035e-06	-11.249393177104	Promoter (1-2kb)	3	23945236	23946973	1738	2	LOC_Os03g42190	LOC_Os03g42190.1	1373
chr3	23970602	23970800	199	*	*	1.03243578415289e-06	2.98737265954581e-05	-10.0977856796509	Exon (LOC_Os03g42220.1/LOC_Os03g42220, exon 10 of 11)	3	23973995	23976707	2713	1	LOC_Os03g42230	LOC_Os03g42230.1	-3195
chr3	23979202	23979400	199	*	*	0.00457095201233528	0.0458119565068156	-12.4497991967871	Promoter (1-2kb)	3	23980539	23984006	3468	1	LOC_Os03g42240	LOC_Os03g42240.1	-1139
chr3	23983802	23984000	199	*	*	1.22998040083738e-11	7.14159333806448e-10	-28.3026898195437	Exon (LOC_Os03g42240.1/LOC_Os03g42240, exon 6 of 6)	3	23980539	23984006	3468	1	LOC_Os03g42240	LOC_Os03g42240.1	3263
chr3	23988602	23988800	199	*	*	7.93145934445281e-15	6.26327407076923e-13	-17.0263788968825	Distal Intergenic	3	23993123	23994082	960	2	LOC_Os03g42259	LOC_Os03g42259.1	5282
chr3	23988802	23989000	199	*	*	4.59497966596747e-40	1.54100025995469e-37	-54.2793900639449	Distal Intergenic	3	23993123	23994082	960	2	LOC_Os03g42259	LOC_Os03g42259.1	5082
chr3	23999402	23999600	199	*	*	0.00049840992350391	0.0074155453090556	-11.4971173944002	Distal Intergenic	3	24004078	24008868	4791	1	LOC_Os03g42280	LOC_Os03g42280.1	-4478
chr3	24033802	24034000	199	*	*	0.000153430916665281	0.00268647770220911	-11.0476190476191	Promoter (1-2kb)	3	24035882	24036418	537	1	LOC_Os03g42334	LOC_Os03g42334.1	-1882
chr3	24040802	24041000	199	*	*	2.09572463878052e-08	8.06202847200116e-07	-24.0374408954936	Intron (LOC_Os03g42350.1/LOC_Os03g42350, intron 7 of 10)	3	24036821	24043254	6434	1	LOC_Os03g42350	LOC_Os03g42350.1	3981
chr3	24080802	24081000	199	*	*	3.65836523012864e-07	1.14782944862088e-05	-15.797549524791	Distal Intergenic	3	24075914	24077934	2021	1	LOC_Os03g42410	LOC_Os03g42410.1	4888
chr3	24088802	24089000	199	*	*	0.00023238595304323	0.00384683697370934	-14.0895978869079	Promoter (1-2kb)	3	24090291	24092143	1853	1	LOC_Os03g42420	LOC_Os03g42420.1	-1291
chr3	24092802	24093000	199	*	*	1.82919478550558e-06	5.04148053321902e-05	-16.1141249748845	Promoter (1-2kb)	3	24094528	24096616	2089	1	LOC_Os03g42430	LOC_Os03g42430.1	-1528
chr3	24109002	24109200	199	*	*	0.000637226669393522	0.00911229878031125	-15.359014303923	Distal Intergenic	3	24101331	24101807	477	2	LOC_Os03g42450	LOC_Os03g42450.1	-7195
chr3	24112002	24112200	199	*	*	0.00235636383479192	0.0270094956726252	-10.8652912923376	Distal Intergenic	3	24113781	24120708	6928	2	LOC_Os03g42480	LOC_Os03g42480.1	8508
chr3	24112402	24112600	199	*	*	4.69762061609707e-10	2.26808145143671e-08	-15.8291312987446	Distal Intergenic	3	24113781	24120708	6928	2	LOC_Os03g42480	LOC_Os03g42480.1	8108
chr3	24128202	24128400	199	*	*	3.0169617438717e-14	2.26197188739226e-12	-31.6861415263932	Distal Intergenic	3	24124802	24125772	971	2	LOC_Os03g42500	LOC_Os03g42500.1	-2430
chr3	24128402	24128600	199	*	*	1.99574966028037e-08	7.69208003303598e-07	-14.312736443884	Distal Intergenic	3	24124802	24125772	971	2	LOC_Os03g42500	LOC_Os03g42500.1	-2630
chr3	24134002	24134200	199	*	*	9.96711789122588e-05	0.00183826706426524	-11.5214758531446	Distal Intergenic	3	24136593	24137496	904	1	LOC_Os03g42520	LOC_Os03g42520.1	-2393
chr3	24180402	24180600	199	*	*	1.9072589651176e-11	1.08442360304625e-09	-29.5401385762832	Intron (LOC_Os03g42569.1/LOC_Os03g42569, intron 4 of 5)	3	24174979	24185400	10422	1	LOC_Os03g42569	LOC_Os03g42569.1	5423
chr3	24194402	24194600	199	*	*	1.79366809517139e-05	0.000400442055241895	-13.4837962962963	Promoter (1-2kb)	3	24195813	24196407	595	1	LOC_Os03g42600	LOC_Os03g42600.1	-1213
chr3	24207802	24208000	199	*	*	0.00209591692612556	0.0245496553718435	-12.3451017068038	Distal Intergenic	3	24215096	24217227	2132	1	LOC_Os03g42630	LOC_Os03g42630.1	-7096
chr3	24210002	24210200	199	*	*	6.00372198722624e-31	1.27026218935609e-28	-42.9341327174144	Distal Intergenic	3	24215096	24217227	2132	1	LOC_Os03g42630	LOC_Os03g42630.1	-4896
chr3	24287002	24287200	199	*	*	1.1691363573882e-11	6.80420288902003e-10	-15.9169294896623	Promoter (1-2kb)	3	24278152	24288929	10778	2	LOC_Os03g42750	LOC_Os03g42750.1	1729
chr3	24291402	24291600	199	*	*	3.526126977965e-34	8.72872723809611e-32	-58.0096627510421	Promoter (1-2kb)	3	24293242	24297094	3853	1	LOC_Os03g42760	LOC_Os03g42760.1	-1642
chr3	24354802	24355000	199	*	*	5.28105288168551e-35	1.3593366580375e-32	-35.8154528650647	Intron (LOC_Os03g42830.1/LOC_Os03g42830, intron 1 of 7)	3	24350991	24357068	6078	2	LOC_Os03g42830	LOC_Os03g42830.1	2068
chr3	24358402	24358600	199	*	*	1.4486961807453e-12	9.22863395853102e-11	-15.8692985390878	Promoter (1-2kb)	3	24350991	24357068	6078	2	LOC_Os03g42830	LOC_Os03g42830.1	-1334
chr3	24379402	24379600	199	*	*	6.56368453045647e-24	9.61047343118923e-22	-36.3106343283582	Promoter (<=1kb)	3	24379615	24380638	1024	1	LOC_Os03g42850	LOC_Os03g42850.1	-15
chr3	24440802	24441000	199	*	*	4.35266686059832e-05	0.000882968089184766	-12.3774122113255	Intron (LOC_Os03g42960.1/LOC_Os03g42960, intron 7 of 9)	3	24438661	24441922	3262	1	LOC_Os03g42960	LOC_Os03g42960.1	2141
chr3	24447002	24447200	199	*	*	6.2086870675209e-06	0.000153869250921113	-20.6629384850025	Distal Intergenic	3	24438661	24441922	3262	1	LOC_Os03g42960	LOC_Os03g42960.1	8341
chr3	24453002	24453200	199	*	*	2.0873064462473e-40	7.13331216705802e-38	-52.7989292861041	Distal Intergenic	3	24458403	24459120	718	1	LOC_Os03g42990	LOC_Os03g42990.1	-5203
chr3	24466802	24467000	199	*	*	2.42025110289171e-30	4.96163583316664e-28	-47.7746261342204	Distal Intergenic	3	24470010	24478444	8435	1	LOC_Os03g43010	LOC_Os03g43010.1	-3010
chr3	24467002	24467200	199	*	*	1.50962996706641e-27	2.68751450003381e-25	-37.1372667897594	Distal Intergenic	3	24470010	24478444	8435	1	LOC_Os03g43010	LOC_Os03g43010.1	-2810
chr3	24476202	24476400	199	*	*	6.03483236910403e-27	1.03667289615718e-24	-34.7509600504385	Intron (LOC_Os03g43010.1/LOC_Os03g43010, intron 6 of 6)	3	24470010	24478444	8435	1	LOC_Os03g43010	LOC_Os03g43010.1	6192
chr3	24483202	24483400	199	*	*	1.47032325620381e-06	4.13092077082338e-05	-14.2902214623026	Promoter (<=1kb)	3	24479805	24484123	4319	2	LOC_Os03g43020	LOC_Os03g43020.1	723
chr3	24505202	24505400	199	*	*	1.41278364208532e-22	1.92070187142443e-20	-25.0641664914102	Promoter (<=1kb)	3	24500635	24505433	4799	2	LOC_Os03g43060	LOC_Os03g43060.1	33
chr3	24533802	24534000	199	*	*	0.000246755267918676	0.00404822000476913	-13.6936936936937	Promoter (1-2kb)	3	24529888	24535806	5919	2	LOC_Os03g43114	LOC_Os03g43114.1	1806
chr3	24545602	24545800	199	*	*	5.21010516573258e-17	4.85835001570409e-15	-24.1673931996513	Distal Intergenic	3	24542396	24543440	1045	1	LOC_Os03g43140	LOC_Os03g43140.1	3206
chr3	24626802	24627000	199	*	*	3.4457032026246e-13	2.34915930542008e-11	-21.3531178237061	Distal Intergenic	3	24636803	24639271	2469	1	LOC_Os03g43330	LOC_Os03g43330.1	-9803
chr3	24627002	24627200	199	*	*	2.0284825376885e-07	6.65848288831332e-06	-15.4737675260063	Distal Intergenic	3	24636803	24639271	2469	1	LOC_Os03g43330	LOC_Os03g43330.1	-9603
chr3	24637402	24637600	199	*	*	6.63344011778492e-23	9.15689162660178e-21	-37.2357723577236	Promoter (<=1kb)	3	24636803	24639271	2469	1	LOC_Os03g43330	LOC_Os03g43330.1	599
chr3	24653602	24653800	199	*	*	2.98671050414684e-98	1.69400397747442e-94	-57.7323717948718	Promoter (<=1kb)	3	24651482	24654030	2549	2	LOC_Os03g43350	LOC_Os03g43350.1	230
chr3	24702602	24702800	199	*	*	8.84503099863352e-09	3.59193018949881e-07	-22.2997835497835	Promoter (<=1kb)	3	24697642	24701812	4171	2	LOC_Os03g43420	LOC_Os03g43420.1	-790
chr3	24769002	24769200	199	*	*	1.53845263259721e-28	2.86174220949982e-26	-52.6881720430108	Promoter (1-2kb)	3	24766546	24767416	871	2	LOC_Os03g43524	LOC_Os03g43524.1	-1586
chr3	24769202	24769400	199	*	*	1.56454759969649e-05	0.000354405208317023	-15.3802381823355	Promoter (1-2kb)	3	24766546	24767416	871	2	LOC_Os03g43524	LOC_Os03g43524.1	-1786
chr3	24772202	24772400	199	*	*	0.000544389521615978	0.00798282129650608	-11.3447985461637	Distal Intergenic	3	24766546	24767416	871	2	LOC_Os03g43524	LOC_Os03g43524.1	-4786
chr3	24787002	24787200	199	*	*	8.42372329585819e-17	7.71044688425432e-15	-21.4472110470806	Distal Intergenic	3	24791619	24796221	4603	2	LOC_Os03g43540	LOC_Os03g43540.1	9021
chr3	24793002	24793200	199	*	*	3.20578420602735e-24	4.7650907453837e-22	-28.2445132551065	Intron (LOC_Os03g43540.1/LOC_Os03g43540, intron 2 of 2)	3	24791619	24796221	4603	2	LOC_Os03g43540	LOC_Os03g43540.1	3021
chr3	24793202	24793400	199	*	*	4.89597402819992e-14	3.59408171548983e-12	-12.9215387222505	Intron (LOC_Os03g43540.1/LOC_Os03g43540, intron 2 of 2)	3	24791619	24796221	4603	2	LOC_Os03g43540	LOC_Os03g43540.1	2821
chr3	24807202	24807400	199	*	*	1.92692409468464e-07	6.34961632086643e-06	-16.4850934223628	Promoter (1-2kb)	3	24808789	24811052	2264	1	LOC_Os03g43560	LOC_Os03g43560.1	-1389
chr3	24833202	24833400	199	*	*	6.78419753598876e-08	2.41737332767848e-06	-17.4602187321827	Distal Intergenic	3	24830027	24832022	1996	1	LOC_Os03g43580	LOC_Os03g43580.1	3175
chr3	24849402	24849600	199	*	*	0.0013517584687942	0.017119002681624	-12.0397054114633	Distal Intergenic	3	24834655	24838915	4261	2	LOC_Os03g43590	LOC_Os03g43590.1	-10487
chr3	24861802	24862000	199	*	*	0.00110059616926501	0.014443471283204	-12.2924901185771	Distal Intergenic	3	24872207	24873594	1388	2	LOC_Os03g43620	LOC_Os03g43620.1	11594
chr3	24877002	24877200	199	*	*	1.93402616773081e-14	1.47675226016155e-12	-26.8613426875009	Distal Intergenic	3	24872207	24873594	1388	2	LOC_Os03g43620	LOC_Os03g43620.1	-3408
chr3	24893202	24893400	199	*	*	9.01156172720853e-37	2.54665544072534e-34	-35.0617283950617	Distal Intergenic	3	24898579	24902761	4183	1	LOC_Os03g43670	LOC_Os03g43670.1	-5179
chr3	24907002	24907200	199	*	*	2.44844315561928e-06	6.58648910850711e-05	-12.7430631417959	Distal Intergenic	3	24898579	24902761	4183	1	LOC_Os03g43670	LOC_Os03g43670.1	8423
chr3	24909802	24910000	199	*	*	4.37236023803045e-11	2.38614613878422e-09	-19.3538647342995	Exon (LOC_Os03g43684.1/LOC_Os03g43684, exon 6 of 6)	3	24909422	24918824	9403	2	LOC_Os03g43684	LOC_Os03g43684.1	8824
chr3	24910202	24910400	199	*	*	7.29796833297898e-05	0.00139666208807696	-18.4941520467836	Exon (LOC_Os03g43684.1/LOC_Os03g43684, exon 6 of 6)	3	24909422	24918824	9403	2	LOC_Os03g43684	LOC_Os03g43684.1	8424
chr3	24922602	24922800	199	*	*	1.04025385252039e-05	0.000245640693272305	-12.479967948718	Distal Intergenic	3	24909422	24918824	9403	2	LOC_Os03g43684	LOC_Os03g43684.1	-3778
chr3	24928202	24928400	199	*	*	4.0165661957848e-19	4.36626526176436e-17	-33.618064147711	Promoter (1-2kb)	3	24926099	24926583	485	2	LOC_Os03g43710	LOC_Os03g43710.1	-1619
chr3	24959402	24959600	199	*	*	2.88054087796534e-15	2.35523111279705e-13	-33.7699086425742	Promoter (<=1kb)	3	24958761	24963685	4925	1	LOC_Os03g43760	LOC_Os03g43760.1	641
chr3	24959602	24959800	199	*	*	1.95643337117273e-08	7.55405465765031e-07	-14.6712689020381	Promoter (<=1kb)	3	24958761	24963685	4925	1	LOC_Os03g43760	LOC_Os03g43760.1	841
chr3	25058402	25058600	199	*	*	4.68521056498669e-06	0.000119145383356194	-11.1067095255342	Exon (LOC_Os03g43840.1/LOC_Os03g43840, exon 4 of 7)	3	25057416	25062438	5023	2	LOC_Os03g43840	LOC_Os03g43840.1	3838
chr3	25096602	25096800	199	*	*	7.42404652022672e-19	7.91864548587792e-17	-38.7842841900458	Distal Intergenic	3	25092549	25093079	531	2	LOC_Os03g43870	LOC_Os03g43870.1	-3523
chr3	25097802	25098000	199	*	*	3.40511644897371e-06	8.89503824977201e-05	-13.4113534799345	Distal Intergenic	3	25099442	25101028	1587	2	LOC_Os03g43880	LOC_Os03g43880.1	3028
chr3	25129002	25129200	199	*	*	1.8101057591677e-12	1.14340429870211e-10	-31.5501145955615	Distal Intergenic	3	25121290	25124570	3281	2	LOC_Os03g43910	LOC_Os03g43910.1	-4432
chr3	25150602	25150800	199	*	*	3.08254033767617e-11	1.71496019770067e-09	-21.766161080699	Distal Intergenic	3	25148144	25148467	324	2	LOC_Os03g43950	LOC_Os03g43950.1	-2135
chr3	25171602	25171800	199	*	*	2.57485361665783e-11	1.44293961552317e-09	-34.7826086956522	Promoter (1-2kb)	3	25169641	25170481	841	2	LOC_Os03g43960	LOC_Os03g43960.1	-1121
chr3	25191202	25191400	199	*	*	2.22338406122331e-11	1.25467665606981e-09	-22.6608187134503	Distal Intergenic	3	25176791	25181834	5044	2	LOC_Os03g43970	LOC_Os03g43970.1	-9368
chr3	25202202	25202400	199	*	*	6.85505017666931e-08	2.44019926788561e-06	-10.2982848620432	Distal Intergenic	3	25204942	25206431	1490	1	LOC_Os03g44000	LOC_Os03g44000.1	-2542
chr3	25235202	25235400	199	*	*	1.32880123586532e-46	6.24406962648292e-44	-59.7208931419458	Promoter (<=1kb)	3	25234668	25235003	336	2	LOC_Os03g44024	LOC_Os03g44024.1	-199
chr3	25293002	25293200	199	*	*	0.00100749049894866	0.0134226701530215	-13.0466321243523	Distal Intergenic	3	25281591	25290984	9394	2	LOC_Os03g44140	LOC_Os03g44140.1	-2018
chr3	25349202	25349400	199	*	*	0.00210898935529674	0.0246804192177586	-14.0088982554736	Promoter (<=1kb)	3	25349046	25350201	1156	2	LOC_Os03g44250	LOC_Os03g44250.1	801
chr3	25353202	25353400	199	*	*	8.02750835625533e-27	1.37168941177245e-24	-40.5810304686709	Distal Intergenic	3	25349046	25350201	1156	2	LOC_Os03g44250	LOC_Os03g44250.1	-3001
chr3	25410402	25410600	199	*	*	1.16194324372589e-08	4.63076908270548e-07	-10.1279840848806	Promoter (1-2kb)	3	25411715	25411921	207	2	LOC_Os03g44330	LOC_Os03g44330.1	1321
chr3	25451402	25451600	199	*	*	3.1101695034534e-17	2.9495326597406e-15	-30.8304647160069	Distal Intergenic	3	25443046	25445908	2863	1	LOC_Os03g44380	LOC_Os03g44380.1	8356
chr3	25453602	25453800	199	*	*	3.76708300183434e-06	9.76327678649392e-05	-13.3292682926829	Distal Intergenic	3	25443046	25445908	2863	1	LOC_Os03g44380	LOC_Os03g44380.1	10556
chr3	25477602	25477800	199	*	*	6.68886113370894e-23	9.22945471315992e-21	-37.1285694978086	Promoter (<=1kb)	3	25478764	25479609	846	1	LOC_Os03g44410	LOC_Os03g44410.1	-964
chr3	25481402	25481600	199	*	*	0.00239483741078121	0.0273455269646679	-13.1928577473132	Promoter (<=1kb)	3	25480484	25484847	4364	1	LOC_Os03g44420	LOC_Os03g44420.1	918
chr3	25554602	25554800	199	*	*	2.04832013937562e-12	1.28809051785263e-10	-16.5485238714081	Exon (LOC_Os03g44540.1/LOC_Os03g44540, exon 4 of 5)	3	25553049	25558021	4973	2	LOC_Os03g44540	LOC_Os03g44540.1	3221
chr3	25561602	25561800	199	*	*	8.04115935459386e-06	0.000194366328057014	-16.2587083411787	Distal Intergenic	3	25558536	25559793	1258	1	LOC_Os03g44544	LOC_Os03g44544.1	3066
chr3	25614202	25614400	199	*	*	0.000229667053665737	0.00380650698565546	-11.7599742599743	Promoter (1-2kb)	3	25615061	25615606	546	2	LOC_Os03g44630	LOC_Os03g44630.1	1206
chr3	25614402	25614600	199	*	*	6.16682247432129e-10	2.929742620115e-08	-17.0164357511546	Promoter (1-2kb)	3	25615061	25615606	546	2	LOC_Os03g44630	LOC_Os03g44630.1	1006
chr3	25649202	25649400	199	*	*	0.00018562066874268	0.00316841828063931	-15.6642871993901	Distal Intergenic	3	25638826	25639260	435	2	LOC_Os03g44680	LOC_Os03g44680.1	-9942
chr3	25679202	25679400	199	*	*	6.91764707629602e-13	4.56786378188218e-11	-32.1081326669696	Promoter (1-2kb)	3	25681011	25691046	10036	1	LOC_Os03g44710	LOC_Os03g44710.1	-1611
chr3	25698602	25698800	199	*	*	0.000216653487043223	0.00361920796331603	-10.0631044397147	Distal Intergenic	3	25696202	25697026	825	1	LOC_Os03g44720	LOC_Os03g44720.1	2400
chr3	25707202	25707400	199	*	*	9.97902547743094e-16	8.46091784656299e-14	-17.4682678575021	Promoter (1-2kb)	3	25703765	25705684	1920	2	LOC_Os03g44740	LOC_Os03g44740.1	-1518
chr3	25729002	25729200	199	*	*	0.000242951294433311	0.00399574837648879	-10.94723183391	Distal Intergenic	3	25735879	25739366	3488	1	LOC_Os03g44780	LOC_Os03g44780.1	-6679
chr3	25744202	25744400	199	*	*	1.2503050275566e-17	1.22082369178821e-15	-22.5954764553207	Distal Intergenic	3	25748925	25752699	3775	1	LOC_Os03g44800	LOC_Os03g44800.1	-4525
chr3	25776202	25776400	199	*	*	2.09099620002514e-05	0.000459179596632127	-12.6041666666667	Distal Intergenic	3	25779132	25779551	420	2	LOC_Os03g44835	LOC_Os03g44835.1	3151
