chr	start	end	strand	pvalue	qvalue	meth.diff
88612	chr3	21893201	21893400	*	0.00106777775611035	0.0140894231037186	10.9778405352931
88687	chr3	21948001	21948200	*	0.00131233920479429	0.0167095913360648	10.7359101105751
88949	chr3	22193201	22193400	*	2.34797501948064e-05	0.000508939743269755	10.7182239211939
88970	chr3	22217201	22217400	*	4.66954622115457e-14	3.43410165522578e-12	14.3049127641232
89386	chr3	22481201	22481400	*	1.45299722055256e-05	0.000331529161535721	11.7076015576116
89462	chr3	22543601	22543800	*	3.78460043752778e-06	9.80553300800214e-05	16.7767770661963
89481	chr3	22554401	22554600	*	5.31961147581209e-07	1.61786694429142e-05	18.976226172628
89510	chr3	22580601	22580800	*	0.000161378932775003	0.00280709466171508	10.0116959064327
89829	chr3	22899201	22899400	*	1.03435416339607e-12	6.69157571687622e-11	22.6107928851372
89861	chr3	22926801	22927000	*	0.000360920614453143	0.00562734835332093	13.4078317566804
90048	chr3	23089401	23089600	*	0.000194347136872941	0.00329475864325838	12.1310495506637
90105	chr3	23135601	23135800	*	2.82420538264068e-39	9.05799123977635e-37	35.0796763775744
90126	chr3	23163801	23164000	*	1.74938558774644e-12	1.10612931829285e-10	15.7096150719821
90162	chr3	23200201	23200400	*	3.90951650905674e-10	1.90866639440012e-08	15.6358427502785
90489	chr3	23466401	23466600	*	7.68442609291642e-05	0.00146265546719582	14.3062659846547
90542	chr3	23510001	23510200	*	2.90292502980118e-05	0.000614922696312597	12.4055089572331
90580	chr3	23556001	23556200	*	1.36338884750609e-13	9.62388469845272e-12	23.7200031472108
90647	chr3	23603601	23603800	*	5.32873666233743e-05	0.00105566681150512	13.1269294673229
90651	chr3	23612001	23612200	*	1.2891066067891e-05	0.000298068229863111	11.1334578968362
90652	chr3	23616601	23616800	*	2.78065336528248e-05	0.000591775037496402	15.2428045470425
91058	chr3	23870401	23870600	*	0.00010695759896027	0.00195646888969587	14.7293345105397
91087	chr3	23903401	23903600	*	2.26785877651619e-08	8.68288270312576e-07	15.041659533185
91140	chr3	23953601	23953800	*	8.83425674034094e-05	0.0016531907749311	14.3096909193949
91328	chr3	24148601	24148800	*	1.04350334952037e-20	1.26683143984856e-18	27.3774600045132
91495	chr3	24307801	24308000	*	0.000427420433954163	0.00650788804517419	13.2749236691889
91554	chr3	24379801	24380000	*	0.000339425869091023	0.00533675969980361	13.6643026004728
91657	chr3	24480401	24480600	*	1.24638529785196e-06	3.553955755964e-05	13.0999435347261
91680	chr3	24507401	24507600	*	6.31329036887304e-08	2.26129169260732e-06	19.6654870553176
91731	chr3	24555601	24555800	*	0.00325465716558106	0.035008235207733	12.1417265311092
91760	chr3	24567601	24567800	*	0.00161307805554204	0.0198197272947499	11.1049750288129
91883	chr3	24629201	24629400	*	4.56157975348266e-06	0.000116211686083568	13.95547086551
91886	chr3	24634001	24634200	*	0.000449517721766304	0.00679061178807439	12.3151586215882
91897	chr3	24645401	24645600	*	8.87929887097006e-05	0.00166065844226759	11.900380321433
91931	chr3	24688401	24688600	*	9.4927145614908e-09	3.83615889247748e-07	15.2798638997027
92072	chr3	24813001	24813200	*	0.000210456610763879	0.00353101487776318	14.4231090332276
92218	chr3	24973601	24973800	*	0.00029977219597343	0.0047963089797494	14.3808322824716
92336	chr3	25120601	25120800	*	0.00220605304608375	0.0255967147224114	12.311235001818
92503	chr3	25328401	25328600	*	0.00035069086368127	0.00549035653396888	13.5243171219187
92552	chr3	25384001	25384200	*	5.65178278472486e-08	2.03949233602655e-06	25.125910359071
92620	chr3	25437601	25437800	*	6.38228379443557e-05	0.00123902417919403	13.5034177337056
92762	chr3	25643401	25643600	*	6.40436883442762e-07	1.91836088389889e-05	17.4351924587588
92776	chr3	25665001	25665200	*	0.00251855002514874	0.0285120341457258	10.1932367149758
92791	chr3	25678201	25678400	*	2.61437691245143e-09	1.14449487430039e-07	17.8560858305586
92839	chr3	25726401	25726600	*	3.85420964126599e-07	1.20390199933168e-05	16.7463590103527
92871	chr3	25780001	25780200	*	7.69677560766713e-06	0.000186796248129438	11.3019689203482
92962	chr3	25871001	25871200	*	0.000650554131366496	0.00927130370324339	10.9137709137709
92976	chr3	25882801	25883000	*	2.16100042555129e-07	7.06120952563771e-06	13.5820895522388
93159	chr3	26014201	26014400	*	0.000234874684382912	0.00388286537333901	12.8374138689342
93218	chr3	26092801	26093000	*	0.00232729273084973	0.0267423916917192	12.2964232837217
93335	chr3	26182001	26182200	*	8.3737250249602e-07	2.45949464348193e-05	15.1878492587632
93367	chr3	26198801	26199000	*	1.20096266035609e-06	3.43473715423041e-05	18.2198581560284
93421	chr3	26229601	26229800	*	2.42380157428402e-05	0.000523429938320909	15.4367201426025
93553	chr3	26319201	26319400	*	0.00118562531712989	0.0153573554194771	10.4584086194205
93623	chr3	26377601	26377800	*	1.10002736303038e-05	0.000258205544513697	12.9941226656555
93716	chr3	26466001	26466200	*	0.000294850179750209	0.00472761823145629	11.0552890049989
93953	chr3	26699601	26699800	*	4.93035242419923e-07	1.51128081772988e-05	19.8944343116122
93995	chr3	26734601	26734800	*	0.000123677658706587	0.00222343922450462	11.9104665825977
94001	chr3	26742001	26742200	*	0.00176475738511204	0.0213323429882547	13.7076023391813
94079	chr3	26852201	26852400	*	0.00253783809559798	0.0286775606241925	10.7992434855702
94080	chr3	26852401	26852600	*	5.57529719381868e-07	1.68876305525156e-05	14.8906836228849
94151	chr3	26903601	26903800	*	0.000868281150315105	0.0118322073216428	10.6690681075312
94246	chr3	27031801	27032000	*	1.10765775411271e-15	9.34737340713332e-14	26.2230419750721
94345	chr3	27149001	27149200	*	0.000547057463716673	0.00801394661439991	13.4026305627576
94353	chr3	27158001	27158200	*	1.92305730588057e-05	0.000426267227917047	21.2099943851769
94421	chr3	27237601	27237800	*	8.43575413318031e-05	0.00158706897327295	14.068529093996
94534	chr3	27307401	27307600	*	1.52746287250862e-14	1.1743588221732e-12	21.7658203865101
94537	chr3	27308801	27309000	*	0.000226784060173804	0.0037649057254777	20.0295133890009
94593	chr3	27383201	27383400	*	0.000436292348799402	0.00661958953648757	11.4244021273773
94686	chr3	27467401	27467600	*	4.87362913319957e-07	1.49488580820222e-05	12.9014396456257
94700	chr3	27489001	27489200	*	5.33399115839652e-15	4.26867032944462e-13	26.2705996399391
94810	chr3	27672801	27673000	*	2.19240634952734e-08	8.41093369356874e-07	20.4410764597299
94915	chr3	27844201	27844400	*	6.35254531070806e-05	0.00123406605293617	11.1769005847953
94984	chr3	27966601	27966800	*	6.02294244529853e-05	0.001177109456385	16.0422884313825
94993	chr3	27973201	27973400	*	0.000168693168985993	0.00291721326222536	13.5143411248341
95101	chr3	28113201	28113400	*	8.91266676792039e-07	2.60571693534543e-05	17.0824005969513
95188	chr3	28227801	28228000	*	2.60833011418185e-07	8.40564770524057e-06	14.3016759776536
95261	chr3	28273601	28273800	*	0.000213903999471643	0.00357938105248834	11.7742008614827
95273	chr3	28296401	28296600	*	5.79723234697181e-10	2.76512834613843e-08	14.8623102533717
95307	chr3	28382201	28382400	*	7.90253543288401e-05	0.00149896357054909	14.9987943091391
95495	chr3	28535001	28535200	*	0.000178317263784475	0.00305877345718921	11.5671397021844
95545	chr3	28603201	28603400	*	0.0026275481896052	0.0295046245323968	11.8691458129456
95616	chr3	28731201	28731400	*	0.00354382171766724	0.0374850268555106	11.900545964291
95677	chr3	28848001	28848200	*	5.43226135556002e-07	1.6501094304599e-05	16.850616632276
95679	chr3	28857401	28857600	*	4.43413628099079e-06	0.000113259439678324	14.8370813220949
95738	chr3	28962201	28962400	*	0.00164238757511354	0.0201171563171051	10.2620825020915
95817	chr3	29117001	29117200	*	0.00211111688459318	0.0247035281743969	12.3912950805695
95893	chr3	29232401	29232600	*	0.00233859134954275	0.0268483648197528	11.2774387175288
95895	chr3	29242201	29242400	*	0.000279883560462648	0.00452105350327158	13.8005997001499
95991	chr3	29402601	29402800	*	0.000221682855265729	0.00369349055328773	10.3155515933075
96051	chr3	29473801	29474000	*	6.34333443716687e-15	5.05236490608537e-13	22.7949125596185
96061	chr3	29490401	29490600	*	0.001496173419654	0.0186226981589331	10.2484093513079
96145	chr3	29592601	29592800	*	0.000339247955942972	0.00533471723947925	13.3007723761926
96146	chr3	29593001	29593200	*	5.40268901802293e-05	0.0010690726774421	12.4641124641125
96183	chr3	29654201	29654400	*	1.01409415190998e-07	3.5094137013092e-06	16.7175184337656
96254	chr3	29821201	29821400	*	3.73852902705151e-05	0.000771652843868	11.6430562667122
96290	chr3	29874401	29874600	*	0.00139476648928328	0.0175618510533496	13.0641141641666
96292	chr3	29875201	29875400	*	5.9106244375287e-08	2.12696221009118e-06	18.331008022323
96372	chr3	30024401	30024600	*	1.60387749808937e-09	7.2435093458474e-08	19.3244065733415
96444	chr3	30154201	30154400	*	2.10557018460844e-06	5.73186146632176e-05	15.5608796529809
96562	chr3	30359401	30359600	*	0.000570024381582137	0.00829812810963578	11.5392768975115
96636	chr3	30446401	30446600	*	0.00200423140351275	0.023689447222999	15.1845048354854
96657	chr3	30479401	30479600	*	1.45361103215861e-10	7.45230114029996e-09	14.4307920948142
96724	chr3	30606601	30606800	*	1.71783718053458e-17	1.65730989178086e-15	35.1762523191095
96923	chr3	30835001	30835200	*	3.96768201981194e-08	1.46747898681787e-06	16.8300598735381
96927	chr3	30844401	30844600	*	2.93497924320083e-10	1.45530355577196e-08	17.2197784934412
96928	chr3	30844801	30845000	*	4.84444978207586e-08	1.76669618175347e-06	16.6525063721325
97011	chr3	30950401	30950600	*	1.74144429316727e-05	0.00038980582730535	10.4910833824238
97107	chr3	31084401	31084600	*	1.85856043196397e-10	9.44153631716234e-09	13.2926829268293
97139	chr3	31138401	31138600	*	1.29341150956211e-09	5.90441603287873e-08	20.3312456789621
97141	chr3	31139001	31139200	*	1.88791140844824e-07	6.23099159299908e-06	12.9219065362521
97162	chr3	31159001	31159200	*	2.51562856746744e-08	9.56755614507553e-07	14.9790598160906
97169	chr3	31173201	31173400	*	6.66463646238513e-06	0.000164049762092182	12.3058164739884
97207	chr3	31282401	31282600	*	8.2432494786046e-11	4.35597243832937e-09	26.4255334486736
97269	chr3	31375801	31376000	*	0.00187949183795621	0.0224605901724745	10.6807751147374
97304	chr3	31428801	31429000	*	2.66030674506157e-05	0.000568708756821762	14.6419612555071
97370	chr3	31501801	31502000	*	1.03757424129728e-05	0.000245097452802641	12.2559149761714
97409	chr3	31572401	31572600	*	1.57133382670227e-16	1.41504471376994e-14	18.5159564655968
97411	chr3	31573201	31573400	*	2.12317403227941e-05	0.000465518525947428	16.8623183626811
97423	chr3	31588801	31589000	*	9.71209020694103e-12	5.69845680608249e-10	22.5152748141178
97588	chr3	31692801	31693000	*	9.53711480722935e-07	2.7747312794224e-05	18.101014427851
97622	chr3	31761401	31761600	*	3.82639937248879e-05	0.000787677623161116	10.7029813688141
97637	chr3	31788201	31788400	*	0.000516488444156713	0.00764022151403116	10.2652920962199
97736	chr3	31867401	31867600	*	8.06419375896199e-14	5.81292418482624e-12	28.5941930494692
97787	chr3	31997601	31997800	*	0.00288142493593684	0.0317618811037812	12.8387944983819
97838	chr3	32138801	32139000	*	1.8203517174278e-10	9.25179634524576e-09	25.2185924257054
97839	chr3	32139001	32139200	*	4.22747515926029e-08	1.55839527587602e-06	16.7780748663102
97903	chr3	32230601	32230800	*	9.66488613021455e-07	2.8096294917896e-05	13.9488748220614
98118	chr3	32600001	32600200	*	2.48480204246586e-05	0.000535117792849587	11.4519359145527
98128	chr3	32614001	32614200	*	2.77046783745336e-05	0.000589840336347744	12.4757281553398
98147	chr3	32649601	32649800	*	0.00158781876288108	0.0195651375875217	11.9954419246634
98216	chr3	32789401	32789600	*	2.10575149478433e-05	0.000462011865647045	10.9167160891299
98240	chr3	32797401	32797600	*	2.68787496097638e-06	7.17031818719499e-05	18.8216804009855
98310	chr3	32893801	32894000	*	0.000126261535076133	0.0022631633304826	12.270088150534
98313	chr3	32894401	32894600	*	1.71744998254019e-21	2.18598175739209e-19	24.4703205725752
98333	chr3	32927401	32927600	*	4.50814040446435e-12	2.74162854566592e-10	25.1226096274316
98408	chr3	33040601	33040800	*	0.00251370790183393	0.0284735604711369	11.2232445109463
98409	chr3	33041601	33041800	*	0.0014281880011734	0.0179066521146323	12.3141654978962
98476	chr3	33084001	33084200	*	1.24570756682184e-10	6.4446855175001e-09	26.8055555555556
98480	chr3	33091001	33091200	*	0.000221484631258492	0.00369094877752825	10.775892171241
98555	chr3	33213401	33213600	*	8.04519353743699e-05	0.00152218286439294	18.4669870984063
98570	chr3	33229401	33229600	*	0.000333795154886478	0.00526228116839926	13.7900777841017
98635	chr3	33323601	33323800	*	0.0015715813938287	0.0194027758701179	14.372781461389
98801	chr3	33583601	33583800	*	7.46494601771134e-08	2.64188720685879e-06	17.239330951
98805	chr3	33584801	33585000	*	9.60228001048471e-05	0.00177940435888435	18.4792755787901
98828	chr3	33649401	33649600	*	0.00100673815001601	0.0134143051095632	12.9004050073638
98941	chr3	33849401	33849600	*	1.44498408144306e-06	4.06821456142284e-05	13.9273769708552
99042	chr3	34064401	34064600	*	4.55422833368521e-11	2.48120936072922e-09	24.2291738066819
99048	chr3	34085401	34085600	*	0.00125452330243899	0.016086085060244	11.1999312360323
99293	chr3	34526201	34526400	*	0.000164065617069337	0.0028478522045468	12.3106563911773
99298	chr3	34529401	34529600	*	8.69833640320214e-05	0.0016311544688623	21.099787685775
99521	chr3	34799601	34799800	*	9.63940804772035e-05	0.00178587511457095	13.6224489795918
99560	chr3	34900201	34900400	*	1.89035802030005e-05	0.000419709707724116	10.7594936708861
99621	chr3	34968001	34968200	*	5.33069081659096e-08	1.93160102428734e-06	11.3533649543583
99650	chr3	35016801	35017000	*	0.00127013882464549	0.0162425082041682	12.2960688700259
99673	chr3	35080201	35080400	*	2.94312449086334e-05	0.000622662927171552	14.6131362243894
99674	chr3	35080401	35080600	*	0.00133765030334157	0.0169762436558999	13.3961397058823
99685	chr3	35104601	35104800	*	2.58456563307617e-06	6.91812957476516e-05	15.0273754514037
99761	chr3	35290201	35290400	*	4.70202587210422e-06	0.000119507195583559	15.8828966921358
99778	chr3	35328201	35328400	*	2.8265787196814e-07	9.05123613270263e-06	13.317994100295
99816	chr3	35372401	35372600	*	9.06747231690714e-06	0.000216662920935176	19.2289868504895
99929	chr3	35511601	35511800	*	2.90488388253026e-07	9.27625743056084e-06	13.292502252837
99958	chr3	35599601	35599800	*	6.19874568338497e-07	1.86194406714583e-05	20.4555761698619
100037	chr3	35790601	35790800	*	0.000129623910768837	0.00231681161994321	19.0103424142668
100092	chr3	35869401	35869600	*	1.35275977278608e-13	9.55302784876999e-12	18.1915599055728
100093	chr3	35872201	35872400	*	2.20500804996144e-09	9.73857134556407e-08	25.5988196067911
100440	chr3	36512801	36513000	*	0.00314418427756872	0.034043083100379	12.3429889771853
100452	chr3	36521601	36521800	*	9.04132159375831e-23	1.24118682692977e-20	38.9966520192509
100453	chr3	36521801	36522000	*	4.35876939784023e-09	1.85099060899547e-07	26.8592089025526
100454	chr3	36522401	36522600	*	1.92013235305627e-05	0.000425706443196119	15.296574770259
100471	chr3	36542801	36543000	*	8.23177226035648e-06	0.000198572857388902	14.1472868217054
100481	chr3	36584201	36584400	*	2.54957798701591e-10	1.27318571651204e-08	19.9454335340476
100485	chr3	36596601	36596800	*	0.000340530655824994	0.00535306522789508	13.494474414707
100600	chr3	36690401	36690600	*	0.000269126938856912	0.00436803180585745	15.8992862185269
100630	chr3	36737401	36737600	*	1.25717828398366e-09	5.74875246502764e-08	19.4316906438119
100633	chr3	36739001	36739200	*	2.66627421403131e-09	1.16469057319839e-07	15.1511379197175
100641	chr3	36756001	36756200	*	5.33198300248333e-08	1.9318527270865e-06	10.8686630060018
100689	chr3	36823401	36823600	*	0.00112320009203816	0.0146870491245463	12.6118067978533
100699	chr3	36846001	36846200	*	0.00055303491236622	0.0080854836845098	10.7822541966427
100709	chr3	36857801	36858000	*	2.94029336668482e-05	0.000622186108585136	13.2353564786488
100785	chr3	36934401	36934600	*	1.45354119751432e-16	1.31189149319771e-14	24.2781010386644
101268	chr4	271401	271600	*	0.000693594418092121	0.00979616177991305	10.1765924700157
101424	chr4	415601	415800	*	0.000132735960218308	0.00236498164995411	13.0077660609242
101445	chr4	449001	449200	*	4.69376215733007e-06	0.000119325306880599	17.4084361475357
101464	chr4	469801	470000	*	0.000289556409959659	0.00465705826934747	14.6597262386736
101666	chr4	628001	628200	*	0.00256663700240499	0.0289382538619176	12.5984616810305
102024	chr4	848001	848200	*	1.94777028392467e-06	5.33599086502787e-05	15.4234313295305
102280	chr4	1046801	1047000	*	1.83468367446952e-11	1.04499680288325e-09	17.7175697865353
102321	chr4	1076401	1076600	*	4.13310895695657e-06	0.000106334930350711	12.9634284277994
102337	chr4	1106201	1106400	*	0.000542738092051575	0.00796438498885195	13.926454655535
102411	chr4	1178401	1178600	*	4.06740826971922e-07	1.2647534575436e-05	18.1691329179647
102546	chr4	1337201	1337400	*	6.7038062753788e-06	0.000164913475674834	15.1790729397919
102660	chr4	1410601	1410800	*	0.00061847267949602	0.00888656974458312	15.860100938635
102817	chr4	1497001	1497200	*	1.79566296533964e-07	5.94191471377114e-06	12.902397838568
102994	chr4	1580601	1580800	*	0.000859750682984777	0.0117328527659917	14.0969332716905
103074	chr4	1633001	1633200	*	6.532989007417e-06	0.000161054513442671	17.4500619669024
103304	chr4	1743201	1743400	*	4.2078603356806e-06	0.000108017414956578	19.7426871175928
103310	chr4	1745801	1746000	*	2.35545498124702e-05	0.000510389976900183	12.6290588059255
103432	chr4	1858601	1858800	*	0.0045644450761892	0.0457642893124138	10.5976322921124
103435	chr4	1860001	1860200	*	0.000107969347858255	0.00197252047810492	12.8187149413565
103441	chr4	1867201	1867400	*	4.41734480850911e-05	0.000894460831993765	13.1627137831149
103506	chr4	1913201	1913400	*	3.72287199237356e-05	0.000768912056077418	15.7703662331445
103510	chr4	1918801	1919000	*	0.000531651332143301	0.00782798629367555	11.0162167657974
103804	chr4	2163601	2163800	*	0.000124027789681109	0.00222911398868741	12.3701093340562
104317	chr4	2523001	2523200	*	0.000133127050499138	0.00237103507851053	14.0416407276752
104339	chr4	2567601	2567800	*	1.05023328582157e-06	3.0345245596615e-05	10.2533900252815
104355	chr4	2593201	2593400	*	1.67549597105858e-12	1.0619014561953e-10	26.882923191648
104712	chr4	2838001	2838200	*	1.91657621981518e-06	5.25855438241359e-05	19.6416548729716
104839	chr4	2939001	2939200	*	0.000514484499219107	0.00761336476592202	13.392619237943
104859	chr4	2956201	2956400	*	2.10530527470187e-06	5.73163311591842e-05	13.3802024746907
105046	chr4	3066201	3066400	*	5.02299503079983e-31	1.06835432525119e-28	21.9063785553147
105047	chr4	3067201	3067400	*	5.62016659181454e-05	0.00110688997472101	19.603550295858
105708	chr4	3383601	3383800	*	1.8704639622148e-11	1.06443882750744e-09	12.7832759609868
105727	chr4	3402801	3403000	*	0.00031493573810493	0.0050047426556379	12.5615763546798
105874	chr4	3510001	3510200	*	6.41739981175891e-07	1.92190803547804e-05	11.6138501722026
106194	chr4	3699201	3699400	*	7.08604702156184e-08	2.51605558748296e-06	15.7680042519267
106310	chr4	3769401	3769600	*	0.000484656880405855	0.00723823730707652	12.3780289985276
106489	chr4	3890201	3890400	*	2.28460419983906e-06	6.17457171257991e-05	13.5628961482204
106893	chr4	4133001	4133200	*	1.31844310227024e-06	3.74094505326115e-05	19.7648756472286
106896	chr4	4140601	4140800	*	2.93437395163261e-05	0.000621055470967994	12.9829766193403
107186	chr4	4309601	4309800	*	2.57745052514345e-06	6.90308529733915e-05	11.7852171791818
107309	chr4	4394601	4394800	*	1.80161904651121e-23	2.56586178953239e-21	27.6112476112476
107310	chr4	4398401	4398600	*	0.00118014426502765	0.015304141546187	12.2780014207909
107320	chr4	4406401	4406600	*	3.26465873760112e-05	0.000683221746838049	10.7396134052969
107520	chr4	4618001	4618200	*	0.00270049034646045	0.0301672259269133	12.6173927566581
107665	chr4	4735801	4736000	*	4.67613379072001e-05	0.000939973438580388	12.6265088898139
107820	chr4	4869801	4870000	*	2.85102504067121e-10	1.41541173478679e-08	18.9473513583609
108209	chr4	5148801	5149000	*	1.0674088396257e-07	3.67699187414096e-06	11.3465017003111
108351	chr4	5272401	5272600	*	3.27967807249158e-05	0.000685973580679898	12.7866994143208
108417	chr4	5306401	5306600	*	4.24462146658718e-08	1.56435925236293e-06	14.6222305202888
108419	chr4	5308401	5308600	*	0.00077617636232333	0.0107640828098309	10.2735763286222
108521	chr4	5411801	5412000	*	0.000398978966354854	0.00613114662224372	12.8868778280543
108527	chr4	5415801	5416000	*	0.000196812987984463	0.00333114703190154	11.9927266716258
108626	chr4	5523601	5523800	*	0.00283878335966755	0.0313892356958967	10.2358686285149
108733	chr4	5601001	5601200	*	3.13223023733522e-10	1.54765056104728e-08	14.607206657662
108776	chr4	5634601	5634800	*	2.81275149415057e-05	0.000597779750375016	10.7050229100026
108874	chr4	5742201	5742400	*	1.00247243858221e-06	2.90717806513036e-05	21.1685591759393
108880	chr4	5749201	5749400	*	2.43610485246548e-09	1.07022064871559e-07	13.7242624924744
109116	chr4	5927401	5927600	*	0.000144217254894542	0.00254267888145146	11.9834710743802
109126	chr4	5935001	5935200	*	0.0013593904487766	0.0171954482085041	10.0704784594004
109138	chr4	5948801	5949000	*	3.26581910501068e-14	2.44119327872238e-12	21.4279001775086
109194	chr4	5989201	5989400	*	9.01613918152284e-06	0.000215531919744071	11.3715012722646
109216	chr4	6007601	6007800	*	0.00160986651931027	0.0197923029264267	12.7032392894462
109402	chr4	6164001	6164200	*	5.02013327566171e-06	0.00012687409234646	17.5289575289575
109426	chr4	6196201	6196400	*	1.79991616387832e-06	4.96628912160133e-05	11.8372355759866
109857	chr4	6449001	6449200	*	9.20578878051751e-07	2.68510109108122e-05	11.4244102760004
109923	chr4	6485801	6486000	*	2.34884778503856e-07	7.63258403844992e-06	20.8306373341961
109924	chr4	6486001	6486200	*	1.94551579394742e-15	1.61150761312893e-13	25.7498729028978
110011	chr4	6526801	6527000	*	3.26236790974167e-11	1.81064437108805e-09	26.0327868852459
110041	chr4	6552801	6553000	*	2.52465898914368e-05	0.000542941726907178	10.2095993408178
110044	chr4	6554601	6554800	*	2.07633714668879e-11	1.17600741846589e-09	24.4464285714286
110048	chr4	6557401	6557600	*	5.23211484804471e-12	3.16110170850836e-10	16.4498671293881
110173	chr4	6664801	6665000	*	3.94696357159357e-05	0.000809609323900573	17.1677088343755
110295	chr4	6749001	6749200	*	0.00142877420758907	0.0179126126009773	12.1899576527526
110594	chr4	6932801	6933000	*	2.396991880343e-12	1.49600469042336e-10	27.9516267514295
110645	chr4	6964601	6964800	*	0.000206262367004972	0.00346971283899776	17.6659212691448
110646	chr4	6965001	6965200	*	1.79670261665527e-09	8.0307089646441e-08	20.2872248086483
110721	chr4	7036001	7036200	*	1.07021193135728e-06	3.08679812767183e-05	16.6234247590808
110733	chr4	7048401	7048600	*	1.24821659961571e-14	9.67952867471405e-13	34.0765027322404
110770	chr4	7120601	7120800	*	1.91737773972127e-12	1.2090395720026e-10	26.9454903550947
110918	chr4	7266001	7266200	*	0.000141050485733373	0.00249579218498841	10.6290500330615
110984	chr4	7310601	7310800	*	1.95386132490259e-05	0.000432330872041237	10.3884667923548
111487	chr4	7679001	7679200	*	0.000417940227402429	0.00638278159099676	11.3239676458067
111490	chr4	7681801	7682000	*	2.23948256712712e-06	6.06169448043227e-05	13.3892172849572
111868	chr4	7897201	7897400	*	1.83830680323841e-46	8.57592376743208e-44	58.825976675211
112008	chr4	7976801	7977000	*	0.00437855915256092	0.0442714593398054	10.2539631658702
112010	chr4	7977201	7977400	*	0.000920806918641461	0.0124379681138328	10.1664045036841
112447	chr4	8321001	8321200	*	5.1006375022863e-07	1.55815915457729e-05	19.0779489792527
112466	chr4	8345001	8345200	*	2.90787546509097e-06	7.70531860493704e-05	15.2702118460873
112583	chr4	8424001	8424200	*	6.63314652924049e-09	2.74366569071323e-07	21.2898463809568
112895	chr4	8614801	8615000	*	2.21584228025679e-09	9.78508471665566e-08	20.5302059428367
113184	chr4	8807801	8808000	*	1.28181697590255e-06	3.64822883322787e-05	11.6603994894263
113702	chr4	9109001	9109200	*	0.000773008449725078	0.0107242902135837	10.5185779203422
114270	chr4	9578201	9578400	*	0.000110751070860251	0.00201684411907557	16.665861552582
114277	chr4	9583401	9583600	*	1.77027899956336e-10	9.00863547785569e-09	14.8076923076923
114454	chr4	9735201	9735400	*	6.90711137435366e-08	2.45737866192593e-06	13.7427530378906
114475	chr4	9743201	9743400	*	1.74303847670202e-05	0.000390081645145704	10.1279327762829
114527	chr4	9767001	9767200	*	2.36422738373917e-05	0.000512187831454303	11.1262392597488
114574	chr4	9802601	9802800	*	2.64305132303152e-05	0.000565543515589687	11.1334827895012
114575	chr4	9802801	9803000	*	5.54049038732522e-10	2.64970583310575e-08	18.2189346019133
115189	chr4	10143601	10143800	*	0.00040321104636093	0.00618911363970753	11.4871794871795
115443	chr4	10291001	10291200	*	8.95555673751733e-08	3.12596394869394e-06	17.0926216640502
116138	chr4	10703401	10703600	*	2.18387623479878e-16	1.94767353634176e-14	41.2301587301587
116457	chr4	10865601	10865800	*	3.93650599006213e-06	0.000101722036100679	10.6651358110127
116621	chr4	10947801	10948000	*	4.07069061727617e-07	1.26565236529343e-05	12.2474187011483
116622	chr4	10948001	10948200	*	9.99541992373575e-08	3.46350287545776e-06	14.5450055562415
116894	chr4	11098201	11098400	*	4.37964584812619e-05	0.000887716839216893	14.7669645013282
117022	chr4	11209801	11210000	*	0.00121070584335205	0.0156277485303818	11.837765409194
117337	chr4	11438801	11439000	*	2.37021071292128e-10	1.18873757710505e-08	24.1418604401157
117529	chr4	11610201	11610400	*	0.00151694842591995	0.0188368979800696	12.8049728049728
117534	chr4	11612801	11613000	*	3.01220582474814e-05	0.000635531373106288	15.2504699637034
117545	chr4	11619201	11619400	*	0.00439700392961233	0.0444127879170233	11.2953138815208
117574	chr4	11649801	11650000	*	7.74752389203033e-09	3.17213700707975e-07	18.9364526298324
117677	chr4	11732001	11732200	*	3.05214413321435e-06	8.05499178883381e-05	14.7259723561556
118051	chr4	12012801	12013000	*	2.97396390060039e-06	7.86655929524507e-05	17.9673849737915
118231	chr4	12205201	12205400	*	3.71085797486515e-11	2.04551405788666e-09	23.7362690774764
118459	chr4	12347201	12347400	*	1.2654135014067e-44	5.41136490090974e-42	57.3295863015489
118518	chr4	12405801	12406000	*	0.000163062405910649	0.00283287206599099	14.2767408470926
118659	chr4	12517601	12517800	*	0.00192223552394738	0.0228876353735192	10.3295622233153
118672	chr4	12527201	12527400	*	0.00266160407302714	0.0298228146067091	12.4029431118024
118680	chr4	12543401	12543600	*	2.14858272184448e-06	5.83617471989458e-05	10.3006456820016
118855	chr4	12655601	12655800	*	2.57292665148237e-09	1.12711231715034e-07	21.2480613082748
118890	chr4	12689401	12689600	*	1.88748333829483e-06	5.18576938906519e-05	13.9049277044345
118891	chr4	12689801	12690000	*	3.72813122138141e-11	2.054685156354e-09	23.5143635447302
118892	chr4	12690001	12690200	*	0.00145739608215356	0.0182170503268934	12.8833134209478
118983	chr4	12735401	12735600	*	0.000671787007731551	0.00952686592304054	11.7436968777724
118985	chr4	12738001	12738200	*	0.000833293900129459	0.0114277590678859	10.2632379793061
119045	chr4	12807601	12807800	*	4.48433292718171e-08	1.64520307168423e-06	11.6379310344828
119180	chr4	12893601	12893800	*	0.000662379901157548	0.00941576361021678	10.4010401040104
119682	chr4	13154801	13155000	*	2.13676631094905e-08	8.21175244401664e-07	17.0215776441457
119714	chr4	13173001	13173200	*	0.000350818040969931	0.00549181570499271	12.5621190811064
