seqnames	start	end	width	strand	strand.1	pvalue	qvalue	meth.diff	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr3	6620202	6620400	199	*	*	5.02994908038039e-10	2.4202214156276e-08	17.8998745890248	Promoter (<=1kb)	3	6620733	6628192	7460	1	LOC_Os03g12450	LOC_Os03g12450.1	-333
chr3	6665802	6666000	199	*	*	8.55447225913172e-06	0.00020546805717493	15.2355072463768	Distal Intergenic	3	6672635	6673744	1110	2	LOC_Os03g12510	LOC_Os03g12510.1	7744
chr3	6759602	6759800	199	*	*	0.00370418406000173	0.0388079708903407	10.376675117711	Promoter (1-2kb)	3	6754317	6757872	3556	2	LOC_Os03g12620	LOC_Os03g12620.1	-1730
chr3	6900402	6900600	199	*	*	3.64657199102741e-05	0.00075459949658872	10.543848043848	Distal Intergenic	3	6901571	6904539	2969	2	LOC_Os03g12790	LOC_Os03g12790.1	3939
chr3	6966202	6966400	199	*	*	2.35525963844608e-08	8.99509989541694e-07	20.058651026393	Distal Intergenic	3	6955937	6956924	988	1	LOC_Os03g12850	LOC_Os03g12850.1	10265
chr3	7027402	7027600	199	*	*	0.00431359806330787	0.0437439014865846	10.4651162790698	Promoter (1-2kb)	3	7022382	7025902	3521	2	LOC_Os03g12930	LOC_Os03g12930.1	-1500
chr3	7322002	7322200	199	*	*	7.52129931641032e-05	0.00143481594630337	11.49725959143	Promoter (<=1kb)	3	7322247	7325914	3668	1	LOC_Os03g13450	LOC_Os03g13450.1	-47
chr3	7673802	7674000	199	*	*	0.00243219534524837	0.0277094639851801	10.2661510334497	Promoter (1-2kb)	3	7675094	7678234	3141	1	LOC_Os03g14050	LOC_Os03g14050.1	-1094
chr3	7895002	7895200	199	*	*	5.38634359512012e-07	1.63723822998735e-05	16.8399823533119	Promoter (<=1kb)	3	7893832	7894681	850	2	LOC_Os03g14440	LOC_Os03g14440.1	-321
chr3	7991402	7991600	199	*	*	0.000131550682873836	0.00234644967181178	11.9961179855118	Distal Intergenic	3	7988029	7989318	1290	2	LOC_Os03g14615	LOC_Os03g14615.1	-2084
chr3	8005402	8005600	199	*	*	6.95484462949327e-11	3.70542487152645e-09	17.4157303370786	Distal Intergenic	3	8008618	8009064	447	2	LOC_Os03g14642	LOC_Os03g14642.1	3464
chr3	8110002	8110200	199	*	*	2.17734920217045e-05	0.000476169595947778	17.9525568734202	Promoter (1-2kb)	3	8110196	8111272	1077	2	LOC_Os03g14810	LOC_Os03g14810.1	1072
chr3	8114002	8114200	199	*	*	5.05922327679157e-06	0.00012777212004436	11.4097538479276	Promoter (<=1kb)	3	8113803	8114567	765	1	LOC_Os03g14820	LOC_Os03g14820.1	199
chr3	8131002	8131200	199	*	*	4.33293545826968e-11	2.36582878174819e-09	27.5540669376286	Distal Intergenic	3	8136468	8138349	1882	1	LOC_Os03g14840	LOC_Os03g14840.1	-5268
chr3	8198402	8198600	199	*	*	1.87278347523719e-06	5.15016765050541e-05	20.9626307922272	Distal Intergenic	3	8202318	8204214	1897	1	LOC_Os03g14950	LOC_Os03g14950.1	-3718
chr3	8296002	8296200	199	*	*	1.01862240424454e-13	7.2776437514953e-12	12.0056874996019	Promoter (<=1kb)	3	8296907	8297542	636	1	LOC_Os03g15090	LOC_Os03g15090.1	-707
chr3	8688602	8688800	199	*	*	2.50968666797836e-05	0.000540009220031051	17.4842710463002	Distal Intergenic	3	8685615	8686435	821	2	LOC_Os03g15660	LOC_Os03g15660.1	-2167
chr3	9041002	9041200	199	*	*	0.00142053610035842	0.0178245379257065	11.9747503297532	Distal Intergenic	3	9030930	9033532	2603	1	LOC_Os03g16304	LOC_Os03g16304.1	10072
chr3	9092002	9092200	199	*	*	2.41114159074988e-05	0.00052105944545032	19.5293172690763	Promoter (1-2kb)	3	9088891	9090947	2057	2	LOC_Os03g16390	LOC_Os03g16390.1	-1055
chr3	9187002	9187200	199	*	*	5.45250034979541e-13	3.64055057776339e-11	26.8350651773619	Promoter (<=1kb)	3	9187515	9193041	5527	1	LOC_Os03g16580	LOC_Os03g16580.1	-315
chr3	9204202	9204400	199	*	*	1.40943744874501e-08	5.55616515684625e-07	14.8018302719073	Distal Intergenic	3	9205873	9207361	1489	2	LOC_Os03g16600	LOC_Os03g16600.1	2961
chr3	9406802	9407000	199	*	*	5.28964011069461e-13	3.53765625272859e-11	19.802307472269	Distal Intergenic	3	9408504	9410777	2274	2	LOC_Os03g16850	LOC_Os03g16850.1	3777
chr3	9426602	9426800	199	*	*	5.91205751866992e-05	0.00115781812120673	12.6412018166997	Promoter (1-2kb)	3	9425340	9427223	1884	1	LOC_Os03g16874	LOC_Os03g16874.1	1262
chr3	9523202	9523400	199	*	*	7.68986817760568e-09	3.15052553328206e-07	21.3707047114029	Distal Intergenic	3	9527500	9529428	1929	1	LOC_Os03g17040	LOC_Os03g17040.1	-4100
chr3	9725802	9726000	199	*	*	2.03066047454328e-05	0.000447449527505419	19.6524644945698	Distal Intergenic	3	9717802	9718305	504	1	LOC_Os03g17380	LOC_Os03g17380.1	8000
chr3	9727802	9728000	199	*	*	5.7632160925095e-07	1.74050142908765e-05	15.5467720685112	Distal Intergenic	3	9730501	9734474	3974	2	LOC_Os03g17410	LOC_Os03g17410.1	6474
chr3	9770802	9771000	199	*	*	1.24234193468034e-08	4.93355009274805e-07	25.5375416810394	Promoter (<=1kb)	3	9771725	9774213	2489	1	LOC_Os03g17490	LOC_Os03g17490.1	-725
chr3	9846202	9846400	199	*	*	2.89554653150508e-05	0.000613641168851183	10.0374122428871	Distal Intergenic	3	9838646	9841459	2814	1	LOC_Os03g17600	LOC_Os03g17600.1	7556
chr3	9890202	9890400	199	*	*	0.00157245846291224	0.0194128628377698	11.6033755274262	Distal Intergenic	3	9893028	9896997	3970	1	LOC_Os03g17690	LOC_Os03g17690.1	-2628
chr3	10009802	10010000	199	*	*	8.75436806315607e-10	4.07989756600022e-08	19.1173347657177	Distal Intergenic	3	10006882	10008053	1172	1	LOC_Os03g17870	LOC_Os03g17870.1	2920
chr3	10464402	10464600	199	*	*	4.3819250070254e-09	1.85949640038651e-07	21.728650137741	Distal Intergenic	3	10468440	10469746	1307	2	LOC_Os03g18600	LOC_Os03g18600.1	5146
chr3	10478202	10478400	199	*	*	1.61588353465819e-08	6.31303511815872e-07	17.3225186405593	Promoter (<=1kb)	3	10478770	10483519	4750	1	LOC_Os03g18620	LOC_Os03g18620.1	-370
chr3	10787602	10787800	199	*	*	0.000339372307878139	0.00533641312367767	12.4245374878286	Distal Intergenic	3	10798770	10799597	828	2	LOC_Os03g19170	LOC_Os03g19170.1	11797
chr3	10841402	10841600	199	*	*	0.000419535570364187	0.00640442282248964	12.3108462093315	Distal Intergenic	3	10846633	10846860	228	2	LOC_Os03g19210	LOC_Os03g19210.1	5260
chr3	10858602	10858800	199	*	*	5.93389979866199e-08	2.13486268449436e-06	13.5968288978131	Distal Intergenic	3	10854385	10856599	2215	2	LOC_Os03g19220	LOC_Os03g19220.1	-2003
chr3	10878202	10878400	199	*	*	7.2103042469441e-06	0.000176246793419203	16.169207975801	Promoter (<=1kb)	3	10866331	10877583	11253	2	LOC_Os03g19240	LOC_Os03g19240.1	-619
chr3	11219402	11219600	199	*	*	0.00407284322643734	0.0418298892136244	11.7102535707187	Promoter (<=1kb)	3	11220059	11221893	1835	1	LOC_Os03g19860	LOC_Os03g19860.1	-459
chr3	11357402	11357600	199	*	*	0.000505085723539101	0.00749638294984684	17.3884783798577	Promoter (<=1kb)	3	11357913	11358610	698	1	LOC_Os03g20070	LOC_Os03g20070.1	-313
chr3	11552402	11552600	199	*	*	4.36859498326676e-08	1.60565676730993e-06	10.8856473289014	Distal Intergenic	3	11548754	11549860	1107	1	LOC_Os03g20330	LOC_Os03g20330.1	3648
chr3	11634402	11634600	199	*	*	6.14318865994696e-06	0.000152456375901106	13.2901751713633	Promoter (1-2kb)	3	11636421	11641442	5022	1	LOC_Os03g20450	LOC_Os03g20450.1	-1821
chr3	11783802	11784000	199	*	*	0.000191776116469652	0.0032578348333438	15.5712594861798	Promoter (1-2kb)	3	11782171	11782668	498	2	LOC_Os03g20730	LOC_Os03g20730.1	-1134
chr3	11860402	11860600	199	*	*	0.00112007643047848	0.0146503517815973	10.4982290436836	Exon (LOC_Os03g20860.1/LOC_Os03g20860, exon 7 of 8)	3	11856726	11859460	2735	1	LOC_Os03g20850	LOC_Os03g20850.1	3676
chr3	11876002	11876200	199	*	*	8.65704609082468e-10	4.03803410755587e-08	19.281414237936	Promoter (1-2kb)	3	11871521	11874999	3479	2	LOC_Os03g20880	LOC_Os03g20880.1	-1003
chr3	11934402	11934600	199	*	*	0.00319931625725035	0.0345359175690559	12.1693121693122	Distal Intergenic	3	11929852	11933356	3505	1	LOC_Os03g20940	LOC_Os03g20940.1	4550
chr3	12034202	12034400	199	*	*	0.000849829149540141	0.0116170706476457	11.3870759809846	Distal Intergenic	3	12039221	12039988	768	1	LOC_Os03g21070	LOC_Os03g21070.1	-4821
chr3	12090202	12090400	199	*	*	3.04578877480768e-22	4.05750865642845e-20	38.4339810401718	Distal Intergenic	3	12080599	12087034	6436	2	LOC_Os03g21130	LOC_Os03g21130.1	-3168
chr3	12093002	12093200	199	*	*	6.8977500248328e-07	2.05401538913868e-05	17.741935483871	Distal Intergenic	3	12098288	12102787	4500	1	LOC_Os03g21140	LOC_Os03g21140.1	-5088
chr3	12114202	12114400	199	*	*	1.14787399539889e-07	3.92697883653903e-06	17.8985507246377	Distal Intergenic	3	12120140	12123538	3399	1	LOC_Os03g21160	LOC_Os03g21160.1	-5740
chr3	12127802	12128000	199	*	*	2.5708645955226e-12	1.59958091229535e-10	26.2338740709237	Promoter (1-2kb)	3	12129911	12130857	947	1	LOC_Os03g21170	LOC_Os03g21170.1	-1911
chr3	12223802	12224000	199	*	*	0.000130976411731578	0.00233749613717926	13.8856108882071	Promoter (1-2kb)	3	12224339	12225018	680	2	LOC_Os03g21279	LOC_Os03g21279.1	1018
chr3	12336202	12336400	199	*	*	0.000228324594584197	0.00378814111605817	14.0253948027124	Distal Intergenic	3	12338450	12343367	4918	1	LOC_Os03g21510	LOC_Os03g21510.1	-2050
chr3	12451202	12451400	199	*	*	2.45159578264824e-09	1.07658718141832e-07	19.0133105385273	Distal Intergenic	3	12453608	12460110	6503	1	LOC_Os03g21720	LOC_Os03g21720.1	-2208
chr3	12502202	12502400	199	*	*	2.16851508370053e-13	1.50507837271076e-11	30.523054865716	Promoter (<=1kb)	3	12499109	12501267	2159	2	LOC_Os03g21790	LOC_Os03g21790.1	-935
chr3	12617802	12618000	199	*	*	1.11558066854069e-06	3.20928365475279e-05	12.9078238834336	Promoter (1-2kb)	3	12619620	12622673	3054	1	LOC_Os03g21964	LOC_Os03g21964.1	-1620
chr3	12632002	12632200	199	*	*	3.99245819528068e-05	0.00081805890716213	14.2336112163698	Distal Intergenic	3	12639214	12641488	2275	1	LOC_Os03g21970	LOC_Os03g21970.1	-7014
chr3	12665202	12665400	199	*	*	0.000724777993482753	0.0101584831057024	10.4793030999275	Promoter (1-2kb)	3	12663475	12668824	5350	1	LOC_Os03g22010	LOC_Os03g22010.1	1727
chr3	12887002	12887200	199	*	*	0.00184581943889518	0.0221351051139764	15.0112023898432	Promoter (<=1kb)	3	12886333	12887367	1035	1	LOC_Os03g22410	LOC_Os03g22410.1	669
chr3	12903602	12903800	199	*	*	5.61746022653132e-09	2.34970234810938e-07	15.2001625685836	Distal Intergenic	3	12888166	12899697	11532	2	LOC_Os03g22420	LOC_Os03g22420.1	-3905
chr3	12932002	12932200	199	*	*	0.000292267977398296	0.00469296507116358	11.636089469716	Distal Intergenic	3	12923741	12925555	1815	2	LOC_Os03g22470	LOC_Os03g22470.1	-6447
chr3	12968202	12968400	199	*	*	0.0002838417747594	0.00457744437318879	12.8091677359409	Distal Intergenic	3	12958021	12959956	1936	2	LOC_Os03g22490	LOC_Os03g22490.1	-8246
chr3	13100202	13100400	199	*	*	0.000346255663306473	0.00542933328569639	13.6763710223426	Distal Intergenic	3	13087807	13095136	7330	2	LOC_Os03g22620	LOC_Os03g22620.1	-5066
chr3	13104402	13104600	199	*	*	8.83015016776038e-05	0.00165261361413567	12.1573550952082	Distal Intergenic	3	13087807	13095136	7330	2	LOC_Os03g22620	LOC_Os03g22620.1	-9266
chr3	13106802	13107000	199	*	*	0.000121308840480387	0.00218693389207973	13.3135562747213	Distal Intergenic	3	13087807	13095136	7330	2	LOC_Os03g22620	LOC_Os03g22620.1	-11666
chr3	13204002	13204200	199	*	*	0.00230330479895161	0.0265223700828005	12.1103694349229	Promoter (1-2kb)	3	13205283	13209779	4497	1	LOC_Os03g22770	LOC_Os03g22770.1	-1083
chr3	13307802	13308000	199	*	*	0.00018136873273855	0.00310452806486804	12.3346007604563	Promoter (1-2kb)	3	13309200	13310051	852	1	LOC_Os03g22940	LOC_Os03g22940.1	-1200
chr3	13666002	13666200	199	*	*	2.03421656560377e-11	1.15336329379108e-09	11.5098016737361	Distal Intergenic	3	13484370	13484869	500	1	LOC_Os03g23474	LOC_Os03g23474.1	181632
chr3	14023602	14023800	199	*	*	1.18762720293081e-05	0.000276602139153182	13.2111861137898	Distal Intergenic	3	14019730	14022744	3015	1	LOC_Os03g24170	LOC_Os03g24170.1	3872
chr3	14075402	14075600	199	*	*	5.93355588047004e-10	2.82764802768398e-08	16.4425437309907	Distal Intergenic	3	14063043	14064514	1472	1	LOC_Os03g24200	LOC_Os03g24200.1	12359
chr3	14088002	14088200	199	*	*	0.000200030431311735	0.003378881655492	10.1352867077358	Distal Intergenic	3	14063043	14064514	1472	1	LOC_Os03g24200	LOC_Os03g24200.1	24959
chr3	14232802	14233000	199	*	*	5.91912755878561e-09	2.46822113785842e-07	17.952497952498	Distal Intergenic	3	14228582	14232048	3467	1	LOC_Os03g24380	LOC_Os03g24380.1	4220
chr3	14299602	14299800	199	*	*	0.00243404100897901	0.0277265829064109	11.0951548451548	Promoter (<=1kb)	3	14299985	14300255	271	2	LOC_Os03g24470	LOC_Os03g24470.1	455
chr3	14384802	14385000	199	*	*	9.21969549608793e-06	0.00022002376848056	18.0799375820123	Intron (LOC_Os03g24640.1/LOC_Os03g24640, intron 1 of 5)	3	14382709	14387570	4862	1	LOC_Os03g24640	LOC_Os03g24640.1	2093
chr3	14408402	14408600	199	*	*	7.78416588101609e-09	3.18592920023296e-07	18.2064553390941	Distal Intergenic	3	14410840	14416713	5874	1	LOC_Os03g24680	LOC_Os03g24680.1	-2240
chr3	14438802	14439000	199	*	*	8.42678072960582e-09	3.42897204041219e-07	12.3409102164116	Promoter (<=1kb)	3	14439814	14442753	2940	1	LOC_Os03g24720	LOC_Os03g24720.1	-814
chr3	14493002	14493200	199	*	*	0.00426520530538174	0.0433851601447654	12.7585280687618	Promoter (1-2kb)	3	14494234	14496908	2675	1	LOC_Os03g24820	LOC_Os03g24820.1	-1034
chr3	14583002	14583200	199	*	*	2.68093602808384e-07	8.61986626997045e-06	12.7846790890269	Promoter (<=1kb)	3	14583384	14587408	4025	1	LOC_Os03g24950	LOC_Os03g24950.1	-184
chr3	14630002	14630200	199	*	*	8.41801934610592e-06	0.000202476437253563	11.7524362384258	Downstream (<=300bp)	3	14626823	14629926	3104	1	LOC_Os03g25010	LOC_Os03g25010.1	3179
chr3	14818202	14818400	199	*	*	0.00107824045521008	0.0142060262320376	10.4892506852482	Promoter (1-2kb)	3	14820174	14821827	1654	1	LOC_Os03g25330	LOC_Os03g25330.1	-1774
chr3	14823602	14823800	199	*	*	1.35692528746322e-06	3.84069599186107e-05	10.1065858620105	Distal Intergenic	3	14820174	14821827	1654	1	LOC_Os03g25330	LOC_Os03g25330.1	3428
chr3	14824602	14824800	199	*	*	8.49264732322814e-14	6.1095070926589e-12	24.5258013115156	Distal Intergenic	3	14820174	14821827	1654	1	LOC_Os03g25330	LOC_Os03g25330.1	4428
chr3	14826002	14826200	199	*	*	9.7065614425045e-08	3.37017899181764e-06	13.8805325656711	Distal Intergenic	3	14831255	14832819	1565	1	LOC_Os03g25340	LOC_Os03g25340.1	-5055
chr3	14831802	14832000	199	*	*	6.6815206642412e-08	2.38339387193072e-06	16.4392083301432	Promoter (<=1kb)	3	14831255	14832819	1565	1	LOC_Os03g25340	LOC_Os03g25340.1	547
chr3	14961802	14962000	199	*	*	7.45912292870047e-05	0.00142450718700561	14.2194606462984	Promoter (<=1kb)	3	14959776	14960856	1081	2	LOC_Os03g25560	LOC_Os03g25560.1	-946
chr3	15002802	15003000	199	*	*	7.15768965219418e-12	4.25764519857951e-10	21.8091447806725	Distal Intergenic	3	15006895	15015558	8664	1	LOC_Os03g25600	LOC_Os03g25600.1	-3895
chr3	15020402	15020600	199	*	*	4.00132638699277e-06	0.000103190839744594	12.5009239411634	Promoter (<=1kb)	3	15021572	15025999	4428	1	LOC_Os03g25620	LOC_Os03g25620.1	-972
chr3	15123602	15123800	199	*	*	6.73382881064394e-07	2.00959934411179e-05	19.7799164786637	Promoter (1-2kb)	3	15121730	15122008	279	2	LOC_Os03g25810	LOC_Os03g25810.1	-1594
chr3	15240002	15240200	199	*	*	0.000167032405667153	0.00289267136094893	11.1099383184352	Promoter (<=1kb)	3	15239284	15240060	777	1	LOC_Os03g25984	LOC_Os03g25984.1	718
chr3	15240202	15240400	199	*	*	2.93560618289532e-17	2.78889392744141e-15	21.859771143051	Promoter (<=1kb)	3	15239284	15240060	777	1	LOC_Os03g25984	LOC_Os03g25984.1	918
chr3	15390802	15391000	199	*	*	5.82202404669989e-11	3.13181193550447e-09	23.2125038183484	Promoter (1-2kb)	3	15389729	15390268	540	1	LOC_Os03g26300	LOC_Os03g26300.1	1073
chr3	15445402	15445600	199	*	*	4.3189958418421e-05	0.00087685295328324	12.263286825008	Promoter (1-2kb)	3	15447526	15448188	663	1	LOC_Os03g26420	LOC_Os03g26420.1	-1926
chr3	15481002	15481200	199	*	*	4.04961087527325e-05	0.000828643506396945	15.3062619633579	Promoter (1-2kb)	3	15481796	15482710	915	2	LOC_Os03g26500	LOC_Os03g26500.1	1510
chr3	15512802	15513000	199	*	*	9.16359308949962e-05	0.00170760532740019	12.4670583537733	Distal Intergenic	3	15510447	15511623	1177	1	LOC_Os03g26539	LOC_Os03g26539.1	2355
chr3	15686402	15686600	199	*	*	4.31051513120051e-05	0.000875406048976117	15.2531110305666	Distal Intergenic	3	15680200	15685670	5471	1	LOC_Os03g26870	LOC_Os03g26870.1	6202
chr3	15739802	15740000	199	*	*	0.00102463112716443	0.0136117668123959	13.9540903208228	Distal Intergenic	3	15746003	15748950	2948	1	LOC_Os03g26920	LOC_Os03g26920.1	-6003
chr3	15790802	15791000	199	*	*	5.71890150034891e-08	2.06187151479737e-06	17.8167232335699	Distal Intergenic	3	15787044	15788359	1316	1	LOC_Os03g26990	LOC_Os03g26990.1	3758
chr3	15909002	15909200	199	*	*	6.19922471174694e-10	2.94383852222688e-08	18.4165019762846	Distal Intergenic	3	15911501	15913574	2074	1	LOC_Os03g27160	LOC_Os03g27160.1	-2301
chr3	16021402	16021600	199	*	*	1.90782059712323e-05	0.000423267109748623	12.6822660994146	Promoter (1-2kb)	3	16019477	16020859	1383	1	LOC_Os03g27360	LOC_Os03g27360.1	1925
chr3	16056202	16056400	199	*	*	1.00972023755344e-12	6.53917012356223e-11	24.0410284432757	Distal Intergenic	3	16036801	16040507	3707	2	LOC_Os03g27390	LOC_Os03g27390.1	-15695
chr3	16204202	16204400	199	*	*	2.01152421779661e-06	5.49713842300447e-05	17.1707266721718	Distal Intergenic	3	16215347	16216189	843	2	LOC_Os03g27680	LOC_Os03g27680.1	11789
chr3	16271802	16272000	199	*	*	1.64605036950481e-11	9.42870976636839e-10	14.1110480872251	Distal Intergenic	3	16275570	16279189	3620	2	LOC_Os03g27770	LOC_Os03g27770.1	7189
chr3	16295402	16295600	199	*	*	1.44552416785093e-10	7.41201719561036e-09	17.003435410587	Promoter (<=1kb)	3	16290836	16295222	4387	2	LOC_Os03g27800	LOC_Os03g27800.1	-180
chr3	16397402	16397600	199	*	*	6.9586808781345e-06	0.000170521643594934	13.4702314260325	Downstream (<=300bp)	3	16400883	16401296	414	1	LOC_Os03g27940	LOC_Os03g27940.1	-3283
chr3	16425202	16425400	199	*	*	0.000663559159607797	0.00942962451245222	10.3885513271506	Exon (LOC_Os03g27990.1/LOC_Os03g27990, exon 15 of 16)	3	16422807	16424682	1876	1	LOC_Os03g27980	LOC_Os03g27980.1	2395
chr3	16432402	16432600	199	*	*	5.28487228008411e-11	2.86047484821229e-09	17.982224631582	Promoter (1-2kb)	3	16424764	16430735	5972	2	LOC_Os03g27990	LOC_Os03g27990.1	-1667
chr3	16547602	16547800	199	*	*	0.00034847208108135	0.00546037930350488	10.1511305761542	Promoter (1-2kb)	3	16534162	16546538	12377	2	LOC_Os03g28140	LOC_Os03g28140.1	-1064
chr3	16619402	16619600	199	*	*	4.19587604567949e-06	0.000107743994299238	11.7965367965368	Promoter (1-2kb)	3	16609748	16617737	7990	2	LOC_Os03g28270	LOC_Os03g28270.1	-1665
chr3	16631202	16631400	199	*	*	5.08646833486294e-16	4.40981239533305e-14	24.0844706273431	Distal Intergenic	3	16635063	16643140	8078	1	LOC_Os03g28300	LOC_Os03g28300.1	-3663
chr3	16693202	16693400	199	*	*	6.05940412053781e-08	2.17638291642474e-06	23.3473527956457	Distal Intergenic	3	16683907	16684707	801	1	LOC_Os03g28350	LOC_Os03g28350.1	9295
chr3	16776602	16776800	199	*	*	1.42293828164047e-07	4.78894261692838e-06	13.2617426226646	Distal Intergenic	3	16736857	16737833	977	2	LOC_Os03g28430	LOC_Os03g28430.1	-38769
chr3	16840202	16840400	199	*	*	7.90966764417939e-15	6.24911853088398e-13	21.4179104477612	Distal Intergenic	3	16841988	16842854	867	2	LOC_Os03g28910	LOC_Os03g28910.1	2454
chr3	16896602	16896800	199	*	*	0.00105953377779274	0.0139966385771247	13.2696672266926	Downstream (<=300bp)	3	16894204	16896438	2235	1	LOC_Os03g28980	LOC_Os03g28980.1	2398
chr3	16960402	16960600	199	*	*	1.34106289372033e-18	1.40218660120484e-16	26.8620481523707	Distal Intergenic	3	16957410	16957754	345	1	LOC_Os03g29065	LOC_Os03g29065.1	2992
chr3	16960602	16960800	199	*	*	2.505073472285e-05	0.00053912424426437	13.6669759318889	Distal Intergenic	3	16957410	16957754	345	1	LOC_Os03g29065	LOC_Os03g29065.1	3192
chr3	17002602	17002800	199	*	*	1.32452476205619e-05	0.000305144613931458	16.2366044392954	Intron (LOC_Os03g29150.1/LOC_Os03g29150, intron 2 of 6)	3	16996089	17006165	10077	1	LOC_Os03g29150	LOC_Os03g29150.1	6513
chr3	17087202	17087400	199	*	*	4.95447301139764e-10	2.38532523123868e-08	17.4403739621131	Distal Intergenic	3	17089990	17091438	1449	1	LOC_Os03g29250	LOC_Os03g29250.1	-2590
chr3	17375002	17375200	199	*	*	1.13968285239235e-07	3.90060725986716e-06	13.0599469952714	Distal Intergenic	3	17370188	17370906	719	2	LOC_Os03g29690	LOC_Os03g29690.1	-4096
chr3	17390002	17390200	199	*	*	7.20691680075443e-10	3.39493654742499e-08	17.0610575518551	Distal Intergenic	3	17386597	17388775	2179	1	LOC_Os03g29740	LOC_Os03g29740.1	3405
chr3	17405202	17405400	199	*	*	4.12891366516215e-05	0.00084281375601912	12.7105263157895	Distal Intergenic	3	17410453	17416173	5721	1	LOC_Os03g29760	LOC_Os03g29760.1	-5053
chr3	17460802	17461000	199	*	*	4.97793522851744e-06	0.000125886347053283	13.5378922211086	Distal Intergenic	3	17461917	17465166	3250	2	LOC_Os03g29850	LOC_Os03g29850.1	4166
chr3	17521202	17521400	199	*	*	0.00238884036336068	0.0272902116885274	15.4981648672543	Promoter (<=1kb)	3	17521595	17526172	4578	1	LOC_Os03g29950	LOC_Os03g29950.1	-195
chr3	17528002	17528200	199	*	*	2.73233591786224e-08	1.0333935099445e-06	18.7936273302127	Distal Intergenic	3	17531308	17538299	6992	1	LOC_Os03g29960	LOC_Os03g29960.1	-3108
chr3	17656802	17657000	199	*	*	0.00174900084154492	0.0211679969576279	14.3417719107758	Distal Intergenic	3	17651505	17652667	1163	1	LOC_Os03g30120	LOC_Os03g30120.1	5297
chr3	17695002	17695200	199	*	*	4.46251279297578e-05	0.000902419873988092	14.8350539731647	Distal Intergenic	3	17690775	17691395	621	1	LOC_Os03g30200	LOC_Os03g30200.1	4227
chr3	17892202	17892400	199	*	*	0.000628265445735276	0.00900406733490659	13.684539225951	Exon (LOC_Os03g30550.1/LOC_Os03g30550, exon 10 of 10)	3	17888538	17892908	4371	1	LOC_Os03g30550	LOC_Os03g30550.1	3664
chr3	17998202	17998400	199	*	*	9.37947151456872e-08	3.26476791795431e-06	16.5366954966353	Distal Intergenic	3	18002372	18002779	408	1	LOC_Os03g30770	LOC_Os03g30770.1	-3972
chr3	18022602	18022800	199	*	*	0.0004031312418686	0.0061884835605444	10.1315949798952	Distal Intergenic	3	18024066	18026463	2398	2	LOC_Os03g30830	LOC_Os03g30830.1	3663
chr3	18023602	18023800	199	*	*	0.000573227467690059	0.0083357486514925	11.6644069189367	Distal Intergenic	3	18024066	18026463	2398	2	LOC_Os03g30830	LOC_Os03g30830.1	2663
chr3	18037002	18037200	199	*	*	6.47715443011698e-10	3.06770871299734e-08	28.1576354679803	Promoter (1-2kb)	3	18035442	18035747	306	1	LOC_Os03g30850	LOC_Os03g30850.1	1560
chr3	18112802	18113000	199	*	*	0.000794794245425739	0.010983642287593	12.7592010966701	Promoter (1-2kb)	3	18114369	18121862	7494	1	LOC_Os03g31000	LOC_Os03g31000.1	-1369
chr3	18156402	18156600	199	*	*	2.22779015000507e-05	0.000485722088908383	15.0373599003736	Distal Intergenic	3	18157477	18159650	2174	2	LOC_Os03g31070	LOC_Os03g31070.1	3050
chr3	18230002	18230200	199	*	*	3.98247529242402e-05	0.000816272073934182	17.6842818428184	Promoter (1-2kb)	3	18228796	18230701	1906	1	LOC_Os03g31210	LOC_Os03g31210.1	1206
chr3	18312402	18312600	199	*	*	4.32422022893149e-06	0.000110758172239188	14.9262867036253	Promoter (1-2kb)	3	18313721	18314018	298	2	LOC_Os03g31340	LOC_Os03g31340.1	1418
chr3	18338402	18338600	199	*	*	0.000159944935522934	0.00278559824750075	19.2869666861485	Promoter (<=1kb)	3	18337454	18338181	728	2	LOC_Os03g31390	LOC_Os03g31390.1	-221
chr3	18359802	18360000	199	*	*	0.000918446646150603	0.0124123095696154	10.1002788502788	Promoter (<=1kb)	3	18352628	18360653	8026	2	LOC_Os03g31430	LOC_Os03g31430.1	653
chr3	18363402	18363600	199	*	*	2.2109521037119e-11	1.24809689681157e-09	21.6272787263879	Distal Intergenic	3	18352628	18360653	8026	2	LOC_Os03g31430	LOC_Os03g31430.1	-2749
chr3	18408802	18409000	199	*	*	1.35146983559564e-08	5.34394064818866e-07	19.6248196248196	Distal Intergenic	3	18404347	18405396	1050	1	LOC_Os03g31510	LOC_Os03g31510.1	4455
chr3	18434002	18434200	199	*	*	6.614682285935e-05	0.00127945419726103	13.0809891244912	Promoter (1-2kb)	3	18432108	18432431	324	1	LOC_Os03g31544	LOC_Os03g31544.1	1894
chr3	18454202	18454400	199	*	*	1.78170004584223e-06	4.92190852733316e-05	18.3372183372183	Distal Intergenic	3	18464364	18466662	2299	1	LOC_Os03g31559	LOC_Os03g31559.1	-9964
chr3	18729602	18729800	199	*	*	8.14247557537321e-09	3.32164599554526e-07	13.3389785804517	Distal Intergenic	3	18735030	18735926	897	2	LOC_Os03g31944	LOC_Os03g31944.1	6126
